Date,Ticker,target,Log_Returns,Close_raw,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2010-05-04,AAPL,0,-0.0235946775570191,9.16964340209961,-3.395828,1.1887623,-0.3874018,0.36047205,0.98112583,1.4388512,-2.3512492
2010-05-05,AAPL,0,-0.0317349699567641,8.883213996887207,-3.4804027,0.021439463,0.32029277,-1.4085389,0.7691243,1.7542248,-2.3691895
2010-05-06,AAPL,1,-0.2218076493300312,7.1160712242126465,-3.7192557,-0.59171265,1.1699238,-3.1378455,1.2504767,3.2548547,-1.2910179
2010-05-07,AAPL,1,0.122472956420198,8.043213844299316,-3.8802342,-1.9931965,2.5101366,-8.985619,4.5704913,2.3493261,-4.1147385
2010-05-10,AAPL,1,0.0985302662647434,8.876070976257324,-3.5848823,-0.31943613,0.51904315,2.44379,-4.325487,3.267383,-0.8492262
2010-05-11,AAPL,1,0.0078954850292349,8.946429252624512,-3.499187,-2.2237644,1.3020649,0.5132958,-11.298334,1.6577407,-3.8978307
2010-05-12,AAPL,0,0.0322101692027338,9.239286422729492,-3.4108388,-0.6255609,0.08525956,2.8480365,4.907264,1.8169488,-0.56668335
2010-05-13,AAPL,0,-0.0089304646274609,9.157142639160156,-3.369675,-1.973935,0.68545526,7.3171964,5.4617376,-1.5109603,-7.9359913
2010-05-14,AAPL,0,-0.0272798013396461,8.910714149475098,-3.4799392,-0.16485049,0.06630218,-2.1698213,-0.13640545,4.310862,4.1215944
2010-05-17,AAPL,1,-0.0072002119005748,8.846785545349121,-3.4755354,0.08848525,0.010128304,-2.5043497,1.3488456,3.762757,3.112405
2010-05-18,AAPL,0,0.0102416369995756,8.937856674194336,-3.4745922,-0.48204157,0.4063225,-0.83260614,-0.055283938,2.1511636,-0.90624
2010-05-19,AAPL,0,-0.0218545063455787,8.744643211364746,-3.6047869,-0.3787486,0.73059195,-1.1352856,-1.4513549,3.2027264,-0.34918314
2010-05-20,AAPL,0,-0.0359245826619152,8.436071395874023,-3.7287827,-0.9474301,1.2996918,-1.3293198,0.50092125,2.925114,-2.2492373
2010-05-21,AAPL,1,-0.0207895437251049,8.262499809265137,-3.7018132,-1.4257526,1.3426635,-1.2473075,1.7693777,2.4349525,-2.7653008
2010-05-24,AAPL,0,0.0624562047708133,8.795000076293945,-3.4562695,-1.514457,0.5490635,-1.1898419,-0.18846485,1.6879122,-1.6518781
2010-05-25,AAPL,1,-0.0376528466738306,8.470000267028809,-3.6152112,-1.0394682,0.71716386,0.98395145,-2.8977814,3.2508643,-0.94070953
2010-05-26,AAPL,1,0.0274079969122042,8.70535659790039,-3.495632,-1.8393855,0.7474471,-1.2120128,0.26818138,1.6298312,-2.381038
2010-05-27,AAPL,1,0.0217515211549723,8.896785736083984,-3.4065378,-0.912503,-0.061151568,2.4998205,2.362179,1.720611,-1.3485206
2010-05-28,AAPL,1,0.0168773273522916,9.048213958740234,-3.4513862,-1.3133543,0.40411374,0.8948869,-1.6251589,2.0132027,-2.032669
2010-06-01,AAPL,0,0.0219017102975299,9.248571395874023,-3.4821439,0.1809452,-0.1564639,-0.12425684,0.291575,3.8350854,1.778181
2010-06-02,AAPL,0,0.0052764139833513,9.297499656677246,-3.3787215,-0.32228684,-0.12713315,1.9933952,0.85368854,1.6111103,-1.984685
2010-06-03,AAPL,0,0.0003072621052981,9.3003568649292,-3.3676019,0.23180069,-0.3623182,0.09083898,0.49874678,2.5087051,0.45396468
2010-06-04,AAPL,0,-0.022445691994954,9.093929290771484,-3.435776,0.29745096,-0.13955897,-0.22128734,0.91304183,2.6038425,0.050107867
2010-06-07,AAPL,0,-0.0161531679420792,8.948213577270508,-3.4991915,-0.05824415,0.27645892,-1.4336085,0.857226,2.5537882,-0.683744
2010-06-08,AAPL,0,-0.01975065740795,8.773214340209961,-3.5634491,-0.16806251,0.50646526,-1.7085807,0.47157738,2.8835688,-0.69107735
2010-06-09,AAPL,0,-0.0129472540278764,8.660357475280762,-3.5021665,-0.8824785,0.57249993,-1.9103614,-0.34096143,2.0751495,-1.4621947
2010-06-10,AAPL,1,-0.0011967237799336,8.649999618530273,-3.4607446,-1.155261,0.49790436,-1.5090963,-0.29291427,1.8582264,-1.4459304
