Date,Ticker,target,Log_Returns,Close_raw,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-03-06,NVDA,0,0.0038072321591071,0.5263166636228561,-5.1761293,5.540008,-1.9521457,-0.1929838,-0.19025645,-0.83721244,-0.4942358
2015-03-09,NVDA,0,0.0031774409054054,0.5279916634162267,-5.153385,5.594203,-2.017001,-0.21379067,-0.21803343,-0.9920739,-0.4727997
2015-03-10,NVDA,0,0.0034348041679163,0.5298083295424779,-5.3411527,5.825628,-1.4702895,-0.3298462,-0.12183792,-0.042438515,-0.9277852
2015-03-11,NVDA,0,0.0050675928486765,0.5324999968210856,-5.1887736,5.764672,-1.9087541,-0.25737593,-0.19782859,-0.88142157,-0.57873815
2015-03-12,NVDA,0,0.0045903874889162,0.5349499970674515,-5.2821846,5.9111958,-1.6366533,-0.27236545,-0.23855641,-0.4078992,-0.78641623
2015-03-13,NVDA,0,0.0046934568773887,0.5374666631221772,-5.258708,5.949785,-1.689705,-0.27249375,-0.2286974,-0.5766312,-0.73725235
2015-03-16,NVDA,0,0.0055045435257121,0.5404333293437957,-5.181199,5.945052,-1.9080085,-0.207202,-0.19149835,-1.0052795,-0.5551691
2015-03-17,NVDA,0,0.0058730542933559,0.5436166624228159,-5.228287,6.03839,-1.7590381,-0.21587384,-0.21858293,-0.78855157,-0.65548223
2015-03-18,NVDA,0,0.0045882876545891,0.5461166630188624,-5.300867,6.15805,-1.5405369,-0.27005872,-0.21478721,-0.41059723,-0.7628787
2015-03-19,NVDA,0,0.0042482977792939,0.5484416643778484,-5.242792,6.1508055,-1.6906546,-0.27075765,-0.1735034,-0.75933534,-0.6317231
2015-03-20,NVDA,0,0.0045933874640879,0.5509666641553242,-5.335429,6.2697577,-1.4008334,-0.3225391,-0.12115916,-0.30650613,-0.84810317
2015-03-23,NVDA,0,0.0036083420865414,0.5529583315054576,-5.32021,6.2946424,-1.423936,-0.339863,-0.19654882,-0.41301876,-0.77891207
2015-03-24,NVDA,0,0.0032349084447459,0.5547499974568685,-5.2680273,6.2813296,-1.5542989,-0.36212328,-0.21291278,-0.71992964,-0.63504356
2015-03-25,NVDA,0,0.0009909462104115,0.5552999973297119,-5.393132,6.410586,-1.154123,-0.40107873,-0.13724841,-0.1313751,-0.97868323
2015-03-26,NVDA,0,-0.0003151932624549,0.5551249980926514,-5.265859,6.2761993,-1.4899693,-0.44819742,-0.16582488,-0.8552774,-0.6915096
2015-03-27,NVDA,0,-0.0016827178196654,0.5541916648546855,-5.272018,6.0661445,-1.3695327,-0.65200096,-0.12628967,-0.86631685,-0.708984
2015-03-30,NVDA,0,-0.0010681928193254,0.553599997361501,-5.2321725,5.7124257,-1.3248208,-0.8786249,-0.16501938,-1.1698252,-0.68230635
2015-03-31,NVDA,0,-0.0018381524149558,0.5525833308696747,-5.299808,5.3987765,-0.97773045,-1.093635,-0.18928017,-0.8664131,-0.8799346
2015-04-01,NVDA,0,-0.00215886445984,0.5513916651407877,-5.286235,4.739379,-0.7393044,-1.2804573,-0.26999944,-1.0508811,-0.93047917
2015-04-02,NVDA,0,-0.0018152377015813,0.5503916660944621,-5.1891103,4.0839734,-0.78764915,-1.3803322,-0.27342752,-1.609055,-0.7171162
2015-04-06,NVDA,0,-0.0018943848557208,0.5493499994277954,-5.391379,3.482513,0.0878021,-1.3978333,-0.2197385,-0.58653116,-1.1711955
2015-04-07,NVDA,0,-0.0007587591961562,0.548933333158493,-5.3344326,2.827729,0.1371359,-1.3290325,-0.30073166,-0.86988884,-0.92835724
2015-04-08,NVDA,0,-0.0004403453571198,0.5486916661262512,-5.305688,2.300915,0.22261807,-1.0660548,-0.30963013,-0.98964465,-0.7668242
