Date,Ticker,target,Log_Returns,Close_raw,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2013-01-03,AAPL,0,-0.0011638839397313,19.321428298950195,-2.1190212,-0.04854721,1.736463,3.220462,-1.0540675,1.2454644,-0.084092595
2013-01-04,AAPL,0,-0.0284413382066457,18.77964210510254,-2.2688963,-0.54143196,2.4238296,0.9062886,0.35270536,1.5076469,-0.7550153
2013-01-07,AAPL,1,-0.0204227724793494,18.399999618530273,-2.2270799,-0.09473072,1.9997792,-0.04783832,3.513722,1.510155,0.54947793
2013-01-08,AAPL,0,0.0116746336916459,18.616071701049805,-2.2022197,-0.43364492,2.1735702,-0.6265303,0.8416206,1.135647,-0.3015168
2013-01-09,AAPL,0,-0.0101424655847325,18.428213119506836,-2.1904392,0.14407983,1.8117794,-1.5059423,-1.9050285,2.0745618,1.8608041
2013-01-10,AAPL,0,-0.0009112286881395,18.41142845153809,-2.2765298,-0.4508896,2.4199786,-0.9837406,-0.60882455,1.3797716,-0.9661811
2013-01-11,AAPL,0,0.0067663181241839,18.53642845153809,-2.148209,-0.63696766,2.0011344,0.600283,0.79242396,0.40170392,-1.1837395
2013-01-14,AAPL,0,-0.0403187732389844,17.80392837524414,-2.3932583,-1.0385685,2.8213475,0.30843765,-0.16853072,1.5694402,-1.4893996
2013-01-15,AAPL,1,-0.0308205818011322,17.26357078552246,-2.488286,-1.3958503,3.168459,-2.0860343,1.0561384,2.143781,-0.6125868
2013-01-16,AAPL,1,0.0186914660158328,17.58928680419922,-2.3856933,-1.4939806,2.8934424,-1.1407123,1.3464733,1.4020376,-1.0882813
2013-01-17,AAPL,0,0.0191653994452539,17.929643630981445,-2.2640796,-1.5371166,2.4774072,0.07406103,-2.0158057,1.1283073,-0.5755658
2013-01-18,AAPL,0,-0.0112778963565777,17.72857093811035,-2.2920828,-1.4338468,2.430685,0.13126959,-1.8408792,1.3722214,-0.18617187
2013-01-22,AAPL,1,0.0004632662092514,17.736785888671875,-2.2809412,-1.7690716,2.552964,0.90714496,1.4810632,0.5347475,-1.5683167
