Date,Ticker,target,Log_Returns,Close_raw,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-03-31,TSLA,0,0.0357132965491603,12.560667037963867,-2.4564552,-1.9512625,-0.23889406,-0.9296944,-1.005949,-0.04781692,0.35293052
2015-04-01,TSLA,1,-0.0126050642914413,12.403332710266112,-2.438851,-2.6935027,-0.009201115,1.347736,-2.51836,-0.83042836,-1.3341888
2015-04-02,TSLA,1,0.0210086926984008,12.666666984558104,-2.463623,-2.518272,-0.02776417,0.3286081,0.37366244,-0.3995003,-0.2922328
2015-04-06,TSLA,1,0.0387145112276514,13.166666984558104,-2.5360034,-1.6174735,-0.11186659,2.787207,1.486925,0.18348289,-1.1003025
2015-04-07,TSLA,1,0.0182625667556972,13.40933322906494,-2.3844132,-1.2406332,-0.70236504,2.1563475,-1.3600243,0.3139702,0.6728025
2015-04-08,TSLA,0,0.0232437211923904,13.724666595458984,-2.3961775,-0.029786073,-1.117469,1.0295845,0.09112673,1.1056088,1.9376163
2015-04-09,TSLA,1,0.0012136033379321,13.7413330078125,-2.3172815,0.17006099,-1.3563389,2.3616786,1.243475,0.065355405,0.3498497
2015-04-10,TSLA,0,0.0138757567569964,13.93333339691162,-2.3051388,0.6331553,-1.5074512,0.56962687,0.6397538,0.45292217,1.1894809
2015-04-13,TSLA,0,0.0002392569304387,13.936667442321776,-2.2845335,1.3447933,-1.8384594,0.40652013,0.31770584,0.77225465,1.878659
2015-04-14,TSLA,0,-0.0171274934442482,13.699999809265137,-2.2594683,0.9456515,-1.6606145,-0.27583635,-0.09233823,0.04207446,0.7082744
2015-04-15,TSLA,0,0.005338483125411,13.773332595825195,-2.202394,0.93460804,-1.7753644,-1.0180521,0.7490304,-0.24382712,0.9702231
2015-04-16,TSLA,0,-0.0015015020437046,13.752667427062988,-2.180717,0.8573902,-1.7718534,-0.099048406,-0.1463495,-0.6354313,0.1047005
2015-04-17,TSLA,0,-0.0136170008994531,13.56666660308838,-2.2334123,0.41023177,-1.4219396,-0.9470772,-0.91450137,-0.35761702,0.26095343
2015-04-20,TSLA,0,0.0017184402969265,13.59000015258789,-2.237736,0.24471918,-1.3277539,-0.90922934,0.4011123,-0.6110343,-0.126759
2015-04-21,TSLA,1,0.0022540658256973,13.620667457580566,-2.264949,-0.035933226,-1.112825,0.08285123,0.022504687,-0.63491493,-0.7657705
2015-04-22,TSLA,1,0.0354844636037116,14.112667083740234,-2.3261766,0.33762658,-0.9937023,-0.1839887,-0.80966914,0.28744632,-0.21777795
2015-04-23,TSLA,0,0.0254654400028145,14.476667404174805,-2.2393174,1.0042342,-1.5421104,1.5822195,-0.97383094,0.16805184,0.063701056
2015-04-24,TSLA,1,0.0039525506677957,14.534000396728516,-2.1588457,0.8908177,-1.6828873,1.8228395,-0.53929985,-0.39107493,-0.23422459
2015-04-27,TSLA,1,0.0181364341665347,14.800000190734863,-2.304501,1.7472444,-1.4933368,1.1628377,1.3941045,0.8699731,0.08554586
2015-04-28,TSLA,0,0.0267997824041045,15.20199966430664,-2.1897779,2.1431286,-1.9214216,1.5185318,0.68510723,0.5018791,0.23180081
2015-04-29,TSLA,0,-0.0017556938497328,15.175333023071287,-2.123428,2.705866,-2.3059123,0.57443714,-0.81111544,0.7576249,1.314686
2015-04-30,TSLA,0,-0.0108658020330399,15.011333465576172,-2.1237257,2.6366792,-2.230531,-0.34890237,0.5037849,0.35958335,0.7883708
2015-05-01,TSLA,1,-0.0213662163658189,14.694000244140623,-2.1598785,2.0929053,-1.8427954,-0.61587477,1.353732,0.025628833,-0.1713489
2015-05-04,TSLA,1,0.0299450361763844,15.140666961669922,-2.1157854,1.9117669,-1.7862183,-1.7287687,0.27714533,-0.046814773,0.013833872
2015-05-05,TSLA,0,0.0088550316411962,15.275333404541016,-2.1272943,2.3063984,-1.891527,-0.2404032,-1.5456184,0.59483767,0.471408
2015-05-06,TSLA,0,-0.0040671086780601,15.213333129882812,-2.1201,1.5978934,-1.5696412,-0.3707894,-1.418164,-0.15336615,-0.82033986
2015-05-07,TSLA,1,-0.0354591549085517,14.68333339691162,-2.2054622,1.229552,-1.21119,-0.18186045,1.3098422,0.14089738,-0.8101619
2015-05-08,TSLA,0,0.0592749675016451,15.579999923706056,-2.082096,0.538273,-1.1490095,-0.89241576,1.4397869,-0.7344073,-1.2905629
2015-05-11,TSLA,1,0.0068655426917736,15.687333106994627,-2.0959663,1.7536765,-1.7073177,1.0820848,-1.8748088,0.9090931,1.0528138
