Date,Ticker,target,Log_Returns,Close_raw,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2011-02-01,MSFT,1,0.0069053711316522,27.61000061035156,-0.37124386,-1.2573289,-1.540476,-1.1256449,0.23091382,0.25727636,-0.3035404
2011-02-02,MSFT,0,0.0097315077424541,27.8799991607666,-0.33448726,-1.6526212,-1.4558697,-1.1645035,-2.2169638,0.17918037,-0.19284295
2011-02-03,MSFT,0,-0.0122700292466369,27.540000915527344,-0.38056302,-1.5714445,-1.4340603,-0.33505684,-0.7214555,0.2592033,-0.38077435
2011-02-04,MSFT,1,-0.0010899432876237,27.510000228881836,-0.3448512,-2.915917,-1.0016836,0.50379574,0.9670455,-0.59614563,-1.3526675
2011-02-07,MSFT,1,0.010126693442467,27.790000915527344,-0.3932013,-2.1624138,-1.2033092,0.3122827,0.6485562,0.46934864,0.027371807
2011-02-08,MSFT,0,0.0093123280705367,28.049999237060547,-0.30214953,-1.8346398,-1.5693299,0.4383614,-0.826355,0.25772032,0.31023672
2011-02-09,MSFT,0,-0.0050035626883471,27.90999984741211,-0.35510656,-1.4433718,-1.6055464,0.30334646,-0.48853034,0.54858357,0.32849145
2011-02-10,MSFT,0,-0.0224646738127549,27.290000915527344,-0.4257268,-2.0636055,-1.1913601,0.16333647,0.788479,0.2889165,-0.5475429
2011-02-11,MSFT,0,-0.0080942759157045,27.06999969482422,-0.45247668,-2.4335537,-0.9861403,-0.9717508,1.2330862,0.35559526,-0.2589581
2011-02-14,MSFT,0,-0.0044427666881834,26.950000762939453,-0.42320785,-2.486281,-1.0937167,-1.191517,0.06130285,0.30472586,0.13671054
2011-02-15,MSFT,0,0.0,26.950000762939453,-0.40607423,-2.8893273,-0.98198736,-1.3400637,-1.0191417,0.076038234,-0.0155418385
2011-02-16,MSFT,1,-0.013072095535827,26.600000381469727,-0.4794811,-3.264385,-0.6764586,-0.70241624,-0.40283278,0.18284085,-0.4473999
2011-02-17,MSFT,0,0.0115867289398895,26.90999984741211,-0.45326674,-3.7335892,-0.56473404,-0.18172485,0.30739644,-0.22786154,-0.9082886
2011-02-18,MSFT,0,0.0029684594811573,26.989999771118164,-0.4825001,-3.2398396,-0.77318597,0.7429402,-0.18380885,0.3911483,-0.11936401
2011-02-22,MSFT,0,-0.0175672359709322,26.520000457763672,-0.4940576,-3.7391343,-0.5869946,0.22332981,-0.56156504,0.276286,-0.0813718
2011-02-23,MSFT,0,-0.0033994424159698,26.43000030517578,-0.5058086,-3.6587274,-0.63387334,-0.4619619,1.0504076,0.2670964,0.20522991
2011-02-24,MSFT,0,0.0026449928294112,26.5,-0.51510257,-3.7652116,-0.5693027,0.2563673,0.59393984,0.16878055,-0.2811593
2011-02-25,MSFT,0,0.0,26.5,-0.4996156,-3.6005852,-0.70087385,-0.4276201,-0.847089,0.4278596,0.47144043
2011-02-28,MSFT,0,0.0003772959425499,26.510000228881836,-0.5016795,-3.5498095,-0.7331583,-0.2025529,-0.21552765,0.28322682,0.25398037
2011-03-01,MSFT,0,-0.0136728530115471,26.149999618530273,-0.5411643,-3.9946156,-0.48484337,0.33510947,0.36952507,0.0461616,-0.43681446
2011-03-02,MSFT,0,-0.0042153234243113,26.040000915527344,-0.5359706,-4.3212285,-0.4142968,-0.50556695,0.51221305,0.0475117,0.09441257
2011-03-03,MSFT,0,0.0053619196397146,26.18000030517578,-0.57533646,-3.9904392,-0.4562378,-0.28920078,0.21878438,0.41932043,0.2824237
2011-03-04,MSFT,0,-0.0146213097823081,25.799999237060547,-0.59792936,-4.252436,-0.32811064,-0.06496435,-0.6360675,0.41167042,0.10582177
2011-03-07,MSFT,0,-0.0097371755672056,25.549999237060547,-0.6060691,-4.6433263,-0.17830122,-0.73614156,0.19170173,0.23909925,0.13498585
2011-03-08,MSFT,0,0.0039062699555952,25.649999618530273,-0.58585435,-4.6498866,-0.27873638,-0.020011464,0.7535641,-0.047515895,-0.14777972
2011-03-09,MSFT,0,0.0003897964962987,25.65999984741211,-0.5669559,-4.7726803,-0.315417,0.19727156,-0.5306323,0.04037093,0.21468537
2011-03-10,MSFT,0,-0.0121546081556555,25.350000381469727,-0.6528676,-4.714682,-0.17001115,-0.27923375,-0.43817276,0.45104718,0.43052003
2011-03-11,MSFT,0,0.0003944085512077,25.36000061035156,-0.6222165,-5.0207653,-0.1319015,-0.047470316,0.714972,-0.080673635,-0.14500311
2011-03-14,MSFT,0,-0.0003944085512078,25.350000381469727,-0.6412841,-5.037268,-0.11530023,0.30719686,0.29849946,0.14632018,0.110584214
2011-03-15,MSFT,0,-0.0139029202171067,25.0,-0.7057523,-5.1765313,0.064561844,-0.32208315,-0.39303282,0.49156365,0.38867772
2011-03-16,MSFT,0,-0.0128826134657065,24.68000030517578,-0.76627153,-5.386455,0.26156992,-0.68493205,0.48208427,0.52507406,0.22514798
2011-03-17,MSFT,0,0.0028322776122051,24.75,-0.7183561,-5.6351056,0.19032288,-0.24492183,0.5640353,0.04733408,-0.06915089
2011-03-18,MSFT,1,0.002018133392549,24.799999237060547,-0.7653375,-5.48701,0.2205178,-0.00092243444,-0.5277268,0.5384557,0.31812513
2011-03-21,MSFT,0,0.0140142589707173,25.149999618530273,-0.67514503,-5.05506,-0.20039034,0.46850947,-0.59956646,0.26340008,0.494663
2011-03-22,MSFT,0,0.0031758631313749,25.229999542236328,-0.62572837,-4.4577,-0.6364748,1.7749276,-0.081177615,0.045337506,0.37028095
2011-03-23,MSFT,1,-0.0019837037733707,25.18000030517578,-0.66242945,-4.415272,-0.5432278,1.4665048,0.23310493,0.21280198,0.27352548
2011-03-24,MSFT,0,0.0126284114284106,25.5,-0.6255879,-3.3538926,-1.0702213,1.096657,0.86846375,0.4508117,0.9134106
2011-03-25,MSFT,0,0.0035232039701106,25.59000015258789,-0.6631757,-2.6751182,-1.2389972,1.5385042,0.096777186,0.7470085,0.68839353
