turnover_series,rolling_mean
0.675630107285354,
0.5563036266276561,
0.05897640089148361,
0.22148962763047408,
0.028338938371662126,
0.08225973086022723,
0.01962874142258378,
0.03209772841887093,
0.004407620769670162,
0.011816639620155889,
0.12399870693498055,
0.00424441922026958,
0.006817677704428371,
0.19247362475579938,
0.09108911581519255,
0.019933599932216606,
0.0036650718615002242,
0.029069651970675847,
0.003460411241967082,
0.0027344543875349736,
0.170324801421623,
0.07558101268668999,
0.3015839858165017,
0.16575379666038234,
0.21849435759199382,
0.04720638922433518,
0.046615811192294104,
0.037743225831961574,
0.019841409776621244,
0.009961559327268221,
0.16825070803873185,
0.3758223306136879,
0.1480727150017442,
0.21961274984256798,
0.11553043395115487,
0.07076685635213475,
0.012397057256304772,
0.03297299985725005,
0.007919896445029717,
0.011572929542514543,
0.16207161036225107,
0.025726619888054636,
0.44908519522099344,
0.13022822643833354,
0.18589637528310213,
0.016650134998298483,
0.06851811354277976,
0.0013486161796858465,
0.02483367946338702,
0.006921314594906358,
0.4808542686191617,
0.6505310355064011,
0.3640906987251492,
0.6075891050059528,
0.0034540496248544605,
0.11518620394712017,
0.07122697244201737,
0.07360061575327462,
0.018119110824658072,
0.014092487330206516,
0.4931386965039011,
0.7497255625607007,
0.07429445566935443,0.5848662901992407
0.39423666780872585,0.5670000400737404
0.1387587400926202,0.5404892536270713
0.11541409148218444,0.5440725990614016
0.004236997429774139,0.530278781270881
0.05311090063348162,0.5318516042716315
0.005724317092649339,0.526992212921309
0.014888141755617493,0.5266912224662637
0.09021418393324977,0.5303811561497163
0.3358753364297567,0.5514267253979758
0.294544100128353,0.5693776752715121
0.20041705575922905,0.5742296339270199
0.17314088656325693,0.5849532191551461
0.08466244340427413,0.5898957439614855
0.022874700802158823,0.5791275583136353
0.03164915474282226,0.5753535925312626
0.009579333089747205,0.5746961787634868
0.012620531386804745,0.5752647793682679
0.18143554729956368,0.5849388044685149
0.01817608900473977,0.5858731332153576
0.5057716458874204,0.6178120025169376
0.46680110860682467,0.636635895036633
0.0816133093761198,0.6370188980010412
0.012832383220713756,0.6186854629155945
0.06753515478078098,0.6124493586692705
0.05240686896823654,0.6019041212963335
0.0002742794647221658,0.5989243048036597
0.0005013058528230696,0.595996399702741
0.48850109532574953,0.6246159469721878
0.39163804403215285,0.6482220824804755
0.2484605825967423,0.6633648776086959
0.10515168287691568,0.6593585902968346
0.10305228974794736,0.6420398575434543
0.03563486223396417,0.6349009462566112
0.03743387262900508,0.6233340334176547
0.00825157910877014,0.6165226775546461
0.014240040288681644,0.6129336733601412
0.0026764554518569073,0.6123164922931921
0.020646753737113638,0.6115338734919136
0.015056036120524557,0.6119869617252783
0.14135334068524916,0.620226987829579
0.009255727999542995,0.6105243921240102
0.11609335890282552,0.6162619628551067
0.014280733310328614,0.5886553303528423
0.01591876230061931,0.5813975865980668
0.0031711753612616023,0.5697959866030292
0.012695000997925282,0.5695448669839581
0.0044052483801931,0.5654742088783969
0.09797613891151807,0.5716092896867674
0.048165014113759286,0.5730906442677434
0.0200601708612404,0.5739248573640185
0.10404504947223125,0.5500004624975466
0.04622342753621686,0.5116317254835667
0.0009980707000667721,0.4885782252914979
0.0012616424820353633,0.45008124354394763
0.012622889790998265,0.45066339212592504
0.0011359881307455577,0.44342210858202824
0.0008376209424962866,0.43895294340745544
0.180277860972778,0.4457261018340906
0.30186093271970066,0.46374145560520447
0.04698422446048672,0.4658298198674445
0.15220714502596808,0.4441833721545598
0.0351282358295337,0.39881211331448574
0.029988948460320797,0.3959990652377216
0.012143486781494933,0.37173918072805623
0.014419947010277823,0.3638446541831456
0.007079750342606439,0.35696628331714064
0.0015315009489030862,0.3567945057627996
0.10029425426750306,0.3597902742474993
0.10806478784245678,0.36628808191415374
0.2265693684091103,0.3797281597969152
0.22411855842912082,0.3882300248442721
0.2318640077122067,0.3816261309574435
0.04634189465896593,0.36586726076891096
0.023641626778130337,0.3546434240082063
0.03491302551936648,0.3458670518784355
0.017358146989693873,0.34159376321719237
0.008218198566347062,0.34066319164666464
0.08641603665894115,0.3441404539905452
0.16216059518671877,0.3538281531713053
0.20310345461267365,0.3659223070269161
0.18156645307161368,0.3659306185045065
0.04016695496609943,0.3673268639623706
0.007027463233558906,0.33566056665101435
0.022027869438118353,0.30742099591014405
0.014244996261492837,0.30314364269651695
0.00203784489244202,0.3024582751836108
3.304750003682577e-05,0.2981724271022938
0.19091580528286506,0.3069666452810003
0.4203249546715347,0.3336365294211154
0.032392929753990884,0.3356613944307133
0.4623655034199898,0.33400199177003015
0.21320428822822496,0.32267286441739984
0.08413330655671092,0.3122393865735883
0.01035433093223137,0.30622050708503695
0.06158915615454236,0.3035879271743445
0.011266068878449775,0.3020407021993912
0.011860983766008526,0.3004170267160263
0.28344888690693887,0.3178898716555926
0.39242708236154006,0.3419017473427583
0.13924505088574107,0.35057276927506836
0.3003889367101452,0.3683341777178005
0.03204274274016977,0.3694126987730161
0.04470249606316623,0.3632761372097093
0.024221719776558487,0.3642263589098372
0.032929176841034025,0.3589460933821044
0.005081320507868081,0.35836200368036086
0.0028636090292329386,0.3575331050599554
0.08112609767421732,0.3624826239369685
0.28448310417473294,0.3797390114402578
0.07331399366130159,0.3841141698708044
0.0880265551765374,0.3834824502685834
0.02988781930086351,0.38232199345506623
0.02689365594046006,0.38275586552358815
0.00264434360383739,0.37631772546845205
0.011655533612215635,0.37412293855264245
0.007402361759527187,0.37452956020721134
0.00039587891352244053,0.37447459109175024
0.3305734543125297,0.3946619285216888
0.2685342540662406,0.4116395962001329
0.3453285498518608,0.4335120361308862
0.2245183764098893,0.43632095774594093
0.07702560019647006,0.4220456985381168
0.02179540529770088,0.42044640843254305
0.054428855165330026,0.414238263044566
0.015759773999793086,0.4130085194363285
0.013280323262318733,0.41194765434439184
0.0002396616426898479,0.41119185592288043
0.19212265940620138,0.42247456782103426
0.5412625088650116,0.4563909334415044
0.22311476895119414,0.47045971236228484
0.41642518026039443,0.4905315171872303
0.23319272234477983,0.4984761479492825
0.11855303233656503,0.49161796788118434
0.012824250731057918,0.47820245628130753
0.06939259334348485,0.46788681092456325
0.016377529557707216,0.46598431155305475
0.02054765299638317,0.4657878687732612
0.30556098918165,0.4829718664661047
0.45452938366665785,0.5107287703821023
0.005644944933571823,0.510565389199069
0.43343751704753547,0.5325984990650114
0.2048409037787869,0.535308359928
0.09128087964216844,0.5282085138981266
0.012779381388832584,0.5174918744262039
0.06312700642179214,0.5189496554710098
0.011110734339622369,0.5192089107793314
0.013934063884354447,0.5186950183632193
0.01291780470174178,0.5186107522324415
0.11776428195261518,0.5259584625219763
0.16839464507534369,0.536648087764853
0.010395597521800831,0.5251864872720869
0.029504451101142692,0.5003724870453954
0.02594663350304069,0.4999631983945414
0.013162585067244104,0.47144237818166856
0.003196947975469766,0.4581085788005413
0.003991862894765358,0.45302023317121143
0.005292274508571421,0.45269883276336004
0.1191994358488344,0.4563566282995055
0.6564758623497979,0.49732232947228955
