feature,std,iqr,std_rank,iqr_rank,pca_loading,pca_rank,total_rank,fold
TEMA_26,0.9999999999999999,1.796812168283588,30.5,3.0,0.18674734343974617,2.0,11.833333333333334,train_scaled_fold_438.csv
Adj Close,1.0,2.000105209519264,14.5,8.0,0.1824306773845465,5.0,9.166666666666666,train_scaled_fold_19.csv
Low,1.0,1.9948636361688146,14.5,10.0,0.18249458274267058,4.0,9.5,train_scaled_fold_19.csv
TEMA_26,1.0,1.9742037667514705,14.5,13.0,0.18279109746867836,1.0,9.5,train_scaled_fold_19.csv
BB_Upper_10_2Std,1.0,2.043845067054656,14.5,4.0,0.18139646100243784,18.0,12.166666666666666,train_scaled_fold_19.csv
TEMA_12,1.0,1.9230984205983463,14.5,21.0,0.18270482839884009,2.0,12.5,train_scaled_fold_19.csv
TEMA_12,0.5759660300402977,1.1791590177439915,17.0,14.0,0.18178131937598718,3.0,11.333333333333334,val_scaled_fold_141.csv
RSI_7_lag_5,1.0313268073059545,1.9082213980709533,7.0,1.0,0.11851766267745927,34.0,14.0,val_scaled_fold_141.csv
RSI_7_lag_3,1.0331348183223699,1.888276371463345,6.0,2.0,0.11805380461395552,35.0,14.333333333333334,val_scaled_fold_141.csv
BB_Lower_10_1.5Std,0.5460959639175706,0.9609557081535632,19.0,25.0,0.18180055399842707,1.0,15.0,val_scaled_fold_141.csv
Close_lag_1,0.5451549755133329,1.027405918451947,20.0,15.0,0.1795303348105028,10.0,15.0,val_scaled_fold_141.csv
RSI_14,0.8482482902556594,1.2694825967095638,5.0,5.0,0.16415907359459642,22.0,10.666666666666666,val_scaled_fold_64.csv
RSI_14_lag_1,0.8182568380895031,0.9933405526831838,6.0,6.0,0.1671696436639274,20.0,10.666666666666666,val_scaled_fold_64.csv
RSI_7_lag_1,0.9596559462861056,1.4765485000445073,2.0,2.0,0.13692213562974323,30.0,11.333333333333334,val_scaled_fold_64.csv
RSI_7,0.9773762261604193,1.5284202450720328,1.0,1.0,0.1307343589403193,32.0,11.333333333333334,val_scaled_fold_64.csv
RSI_14_lag_3,0.7556310344198749,0.9511385813792823,7.0,7.0,0.15884942209013386,23.0,12.333333333333334,val_scaled_fold_64.csv
RSI_14_lag_5,1.063224295457911,1.833863600697009,1.0,1.0,0.17486870756790213,16.0,6.0,val_scaled_fold_627.csv
RSI_14_lag_3,1.0339334469922243,1.3049238855724046,2.0,4.0,0.17315335067893664,19.0,8.333333333333334,val_scaled_fold_627.csv
RSI_14_lag_1,0.9463268648079493,1.3089827290673157,5.0,3.0,0.17202838726181457,21.0,9.666666666666666,val_scaled_fold_627.csv
RSI_7_lag_5,1.027381401496071,1.4003660086251464,3.0,2.0,0.15765259742812646,26.0,10.333333333333334,val_scaled_fold_627.csv
TEMA_12,0.42247736285633763,0.6505849627913998,14.0,17.0,0.18660781834769022,1.0,10.666666666666666,val_scaled_fold_627.csv
OBV,0.7317852467500062,0.788116419227574,4.0,11.0,0.17378146831541483,8.0,7.666666666666667,val_scaled_fold_70.csv
OBV_lag_3,0.7354741808886469,1.2415879695975511,2.0,2.0,0.1659209212556305,24.0,9.333333333333334,val_scaled_fold_70.csv
OBV_lag_5,0.7323996338401891,1.429966955611364,3.0,1.0,0.1571507807788362,27.0,10.333333333333334,val_scaled_fold_70.csv
OBV_lag_1,0.729240775393889,0.8837801556224778,5.0,7.0,0.17037451366655998,20.0,10.666666666666666,val_scaled_fold_70.csv
TEMA_26,0.534247388369982,0.7510298132171676,21.0,15.0,0.1753617000190721,4.0,13.333333333333334,val_scaled_fold_70.csv
RSI_14_lag_5,1.1815749312240789,2.213182518696737,1.0,1.0,0.1601836161665577,23.0,8.333333333333334,val_scaled_fold_633.csv
RSI_14_lag_3,1.1738371896179256,2.211728580813519,2.0,2.0,0.16210178442983403,22.0,8.666666666666666,val_scaled_fold_633.csv
RSI_14_lag_1,1.137588240680315,2.05442614570703,3.0,3.0,0.15679211816688451,25.0,10.333333333333334,val_scaled_fold_633.csv
TEMA_26,0.5311633369624535,0.8259082206843766,14.0,15.0,0.1850015807452647,3.0,10.666666666666666,val_scaled_fold_633.csv
TEMA_12,0.5260127921264599,0.767829426716651,15.0,19.0,0.18629863789061887,1.0,11.666666666666666,val_scaled_fold_633.csv
Log_Returns_lag_5,0.49107366671132513,0.6460902093204727,3.0,2.0,0.05764140085505214,33.0,12.666666666666666,val_scaled_fold_155.csv
BB_Lower_20_2Std,0.6922345410067013,0.470332792247115,1.0,11.0,0.10289318306290302,26.0,12.666666666666666,val_scaled_fold_155.csv
RSI_7,0.4376310453410634,0.596813362794001,10.0,7.0,0.13112257241359748,21.0,12.666666666666666,val_scaled_fold_155.csv
Log_Returns_lag_1,0.47937129518005644,0.636418033398848,5.0,3.0,0.08054516128537463,32.0,13.333333333333334,val_scaled_fold_155.csv
BB_Lower_20_1.5Std,0.6033260877667312,0.403558682211953,2.0,14.0,0.10646721942115095,25.0,13.666666666666666,val_scaled_fold_155.csv
TEMA_26,1.11920777853364,2.135421053251252,3.0,4.0,0.18015091344782122,3.0,3.3333333333333335,val_scaled_fold_58.csv
BB_Mid_10,1.04855887458559,2.172784823607558,4.0,3.0,0.17848773583174338,13.0,6.666666666666667,val_scaled_fold_58.csv
SMA_5,1.0181873091835019,1.7258027605976336,8.0,9.0,0.1801180720963112,4.0,7.0,val_scaled_fold_58.csv
Low,1.0209441636997372,1.6925700931509944,7.0,10.0,0.17920659808261413,6.0,7.666666666666667,val_scaled_fold_58.csv
BB_Upper_10_1.5Std,1.1205430123617037,2.678772038062232,2.0,1.0,0.17063143762749083,23.0,8.666666666666666,val_scaled_fold_58.csv
RSI_7,0.6064675198347503,0.9769589655560251,2.0,2.0,0.023894707967814264,37.0,13.666666666666666,val_scaled_fold_169.csv
RSI_7_lag_1,0.6063637848014384,0.976888738422226,3.0,3.0,0.016689908182224322,38.0,14.666666666666666,val_scaled_fold_169.csv
RSI_14_lag_5,0.4136430427971467,0.7040366047652179,6.0,5.0,0.050270219431378445,34.0,15.0,val_scaled_fold_169.csv
RSI_7_lag_5,0.617494629006814,1.0541332900057958,1.0,1.0,0.0036131162193235424,44.0,15.333333333333334,val_scaled_fold_169.csv
Volume,0.5985285552903419,0.6122238515982807,5.0,9.0,0.09874042981600853,32.0,15.333333333333334,val_scaled_fold_169.csv
TEMA_26,1.0,1.3814595166452412,14.0,13.0,0.18946316052236853,3.0,10.0,train_scaled_fold_202.csv
Adj Close,1.0,1.3870255151722826,14.0,12.0,0.18771083397432686,5.0,10.333333333333334,train_scaled_fold_202.csv
TEMA_12,1.0,1.3215556916204716,14.0,19.0,0.18964488785353778,2.0,11.666666666666666,train_scaled_fold_202.csv
Close_lag_1,1.0,1.3072097626415111,14.0,22.0,0.18797366381852232,4.0,13.333333333333334,train_scaled_fold_202.csv
Close,1.0,1.3259956506431778,14.0,18.0,0.18730710119922186,9.0,13.666666666666666,train_scaled_fold_202.csv
Log_Returns_lag_5,0.9741882225691759,1.12479338581327,1.0,1.0,0.018021126765972454,40.0,14.0,val_scaled_fold_182.csv
RSI_7_lag_5,0.8036772163634709,1.073488267540291,5.0,3.0,0.044584662700405474,36.0,14.666666666666666,val_scaled_fold_182.csv
RSI_7_lag_1,0.7937333507016349,1.0726948449812372,7.0,4.0,0.05635586713217294,35.0,15.333333333333334,val_scaled_fold_182.csv
Log_Returns_lag_3,0.8539304525931251,1.1062135639856625,2.0,2.0,0.01175547348239022,42.0,15.333333333333334,val_scaled_fold_182.csv
Log_Returns_lag_1,0.8533718093097671,1.0688167981710426,3.0,6.0,0.03139880549208754,39.0,16.0,val_scaled_fold_182.csv
Adj Close,1.0000000000000002,1.3785965611510322,1.0,12.0,0.18274226937743965,8.0,7.0,train_scaled_fold_564.csv
BB_Mid_10,1.0,1.4023614718155666,15.0,6.0,0.1829206615108319,3.0,8.0,train_scaled_fold_564.csv
BB_Upper_10_1.5Std,1.0,1.3957939123367378,15.0,9.0,0.18283597023172452,4.0,9.333333333333334,train_scaled_fold_564.csv
SMA_5,1.0,1.3557799371632124,15.0,20.0,0.18300488504500484,2.0,12.333333333333334,train_scaled_fold_564.csv
BB_Upper_10_2Std,1.0,1.3974915737374511,15.0,8.0,0.1825800208125323,14.0,12.333333333333334,train_scaled_fold_564.csv
Close_lag_1,1.0,1.465083937600423,12.5,9.0,0.18294995921474508,6.0,9.166666666666666,train_scaled_fold_570.csv
BB_Upper_10_2Std,1.0,1.446659545090992,12.5,11.0,0.18278604035498847,10.0,11.166666666666666,train_scaled_fold_570.csv
TEMA_12,1.0,1.4261114591055657,12.5,18.0,0.18298435933092982,4.0,11.5,train_scaled_fold_570.csv
Open,1.0,1.4666757774353651,12.5,8.0,0.18265847753189457,15.0,11.833333333333334,train_scaled_fold_570.csv
High,1.0,1.470943898150771,12.5,7.0,0.18265528332778502,16.0,11.833333333333334,train_scaled_fold_570.csv
Low,1.0000000000000002,1.840652783703653,1.5,9.0,0.1859458171182593,7.0,5.833333333333333,train_scaled_fold_216.csv
SMA_5,1.0,1.8916123554132105,14.5,6.0,0.18757723134666496,2.0,7.5,train_scaled_fold_216.csv
TEMA_12,1.0,1.7992296983365448,14.5,13.0,0.18759222128840122,1.0,9.5,train_scaled_fold_216.csv
TEMA_26,1.0,1.8979637607167117,14.5,5.0,0.18553417931458321,10.0,9.833333333333334,train_scaled_fold_216.csv
Adj Close,1.0,1.7914907933815445,14.5,16.0,0.18647768330769504,3.0,11.166666666666666,train_scaled_fold_216.csv
Log_Returns,1.8057029430762097,2.7087731182367034,1.0,1.0,0.042040882078611806,36.0,12.666666666666666,val_scaled_fold_196.csv
BB_Lower_10_2Std,0.470191911559335,0.7692050868158685,17.0,13.0,0.18579333838921397,9.0,13.0,val_scaled_fold_196.csv
TEMA_26,0.4523787179551242,0.6883825746908281,21.0,20.0,0.19337638207382293,1.0,14.0,val_scaled_fold_196.csv
Log_Returns_lag_1,1.7728012528407662,2.677682216661636,2.0,2.0,0.028614528781626257,38.0,14.0,val_scaled_fold_196.csv
BB_Lower_10_1.5Std,0.45600402232903237,0.7184846924063677,20.0,17.0,0.1875873084695974,6.0,14.333333333333334,val_scaled_fold_196.csv
TEMA_26,1.0,1.0546775516757054,11.0,17.0,0.1834660158929451,6.0,11.333333333333334,train_scaled_fold_558.csv
SMA_5,1.0,1.0433773235358705,11.0,18.0,0.1834200646996704,7.0,12.0,train_scaled_fold_558.csv
BB_Mid_10,1.0,1.0873621314514614,11.0,13.0,0.18321990782555495,13.0,12.333333333333334,train_scaled_fold_558.csv
Close_lag_1,1.0,1.02452597774896,11.0,19.0,0.18330552217477947,8.0,12.666666666666666,train_scaled_fold_558.csv
Low,1.0000000000000002,0.9878253804042798,1.0,26.0,0.183235649928307,12.0,13.0,train_scaled_fold_558.csv
BB_Upper_20_2Std,0.4070392610495434,0.6930861981773957,14.0,14.0,0.19496059357098813,7.0,11.666666666666666,val_scaled_fold_425.csv
RSI_7_lag_5,0.8715555445465332,1.121902069586236,3.0,3.0,0.03249315747413574,36.0,14.0,val_scaled_fold_425.csv
RSI_7_lag_1,0.8762778160474435,1.221150643340156,2.0,2.0,0.024950401413642777,38.0,14.0,val_scaled_fold_425.csv
RSI_7,0.898985691094959,1.269213045246134,1.0,1.0,0.006717365444672002,43.0,15.0,val_scaled_fold_425.csv
RSI_7_lag_3,0.8686160872184087,1.1194309407851186,4.0,4.0,0.029498549096095908,37.0,15.0,val_scaled_fold_425.csv
RSI_7_lag_3,0.8858593998277706,1.2877108057095012,8.0,5.0,0.1608137127911288,21.0,11.333333333333334,val_scaled_fold_343.csv
Log_Returns_lag_5,1.3588151852558332,1.4677517297571725,2.0,2.0,0.07816867475062782,34.0,12.666666666666666,val_scaled_fold_343.csv
RSI_14_lag_5,0.9552258616674139,1.279669995522023,6.0,6.0,0.127274354477369,26.0,12.666666666666666,val_scaled_fold_343.csv
RSI_7_lag_5,0.952477335538851,1.306374665883746,7.0,4.0,0.1241192302620735,27.0,12.666666666666666,val_scaled_fold_343.csv
RSI_14_lag_3,0.8691771997152637,1.1304063856522943,9.0,12.0,0.1721828544290074,17.0,12.666666666666666,val_scaled_fold_343.csv
BB_Upper_10_2Std,0.7210073712406871,1.3926997802812733,10.0,2.0,0.19009646541647998,3.0,5.0,val_scaled_fold_357.csv
BB_Upper_20_2Std,0.7689815316898398,1.5099494647509215,6.0,1.0,0.18616359167297042,11.0,6.0,val_scaled_fold_357.csv
BB_Upper_10_1.5Std,0.676764363992723,1.3450079270654864,14.0,4.0,0.19008399241692733,4.0,7.333333333333333,val_scaled_fold_357.csv
TEMA_12,0.5887321934224884,1.2049024372749182,18.0,5.0,0.19053540575457142,2.0,8.333333333333334,val_scaled_fold_357.csv
BB_Upper_20_1.5Std,0.6977983154803301,1.3510809306818081,12.0,3.0,0.1847546803804912,15.0,10.0,val_scaled_fold_357.csv
RSI_14_lag_3,1.5245763531106766,1.902610889085573,3.0,7.0,0.1975303688014153,14.0,8.0,val_scaled_fold_431.csv
RSI_14,1.5254781741725296,1.9104174767436157,2.0,5.0,0.1769539450923011,19.0,8.666666666666666,val_scaled_fold_431.csv
RSI_14_lag_5,1.5356678951977636,1.9053293327014655,1.0,6.0,0.1696663420089027,20.0,9.0,val_scaled_fold_431.csv
RSI_14_lag_1,1.5124736765289293,1.8994385754952041,5.0,8.0,0.19070302974711995,15.0,9.333333333333334,val_scaled_fold_431.csv
RSI_7_lag_3,1.3344045137559242,2.0148420413479164,8.0,3.0,0.18022475595617207,18.0,9.666666666666666,val_scaled_fold_431.csv
RSI_7_lag_1,0.7348941481095322,1.036138066525647,6.0,1.0,0.12729385239027988,32.0,13.0,val_scaled_fold_419.csv
Adj Close,0.4372738472372917,0.5800828237676625,14.0,22.0,0.18633545546488783,4.0,13.333333333333334,val_scaled_fold_419.csv
TEMA_12,0.4062696698536843,0.5943267029566058,20.0,19.0,0.19164291244061177,1.0,13.333333333333334,val_scaled_fold_419.csv
RSI_14_lag_1,0.5728276573181862,0.7714045386149878,10.0,10.0,0.16332050758577873,22.0,14.0,val_scaled_fold_419.csv
Low,0.42113101903363304,0.6225115188842815,18.0,16.0,0.18563266199664447,9.0,14.333333333333334,val_scaled_fold_419.csv
RSI_7,0.7062119180495436,1.2117526424136387,1.0,1.0,0.14001654626559942,31.0,11.0,val_scaled_fold_380.csv
RSI_7_lag_3,0.7048058103487909,1.1784962748355343,2.0,2.0,0.1435629488766933,30.0,11.333333333333334,val_scaled_fold_380.csv
TEMA_12,0.3241600180077883,0.5957827238689671,18.0,16.0,0.18541173485315984,1.0,11.666666666666666,val_scaled_fold_380.csv
OBV_lag_1,0.469418978111072,0.721614764849563,14.0,13.0,0.17911509038324547,8.0,11.666666666666666,val_scaled_fold_380.csv
RSI_7_lag_1,0.7012940240118264,1.1608684827812839,3.0,3.0,0.14480318229207992,29.0,11.666666666666666,val_scaled_fold_380.csv
TEMA_12,0.7013806617757327,1.186067164367575,17.0,11.0,0.21968868206734782,1.0,9.666666666666666,val_scaled_fold_394.csv
RSI_7_lag_3,0.8674974598321341,1.3725911075061914,7.0,6.0,0.15043526752165612,22.0,11.666666666666666,val_scaled_fold_394.csv
RSI_7_lag_5,0.9016307815538376,1.41979937567825,6.0,5.0,0.14323821221021443,24.0,11.666666666666666,val_scaled_fold_394.csv
Close_lag_1,0.6716066214254781,1.0658687326548397,19.0,15.0,0.2080673130095791,6.0,13.333333333333334,val_scaled_fold_394.csv
Log_Returns_lag_5,1.8124577426142223,2.775841307956782,1.0,1.0,0.044559335020084655,38.0,13.333333333333334,val_scaled_fold_394.csv
RSI_7_lag_5,1.0544793075164576,1.5024706830777808,1.0,1.0,0.16483583058747062,22.0,8.0,val_scaled_fold_382.csv
RSI_14_lag_3,0.9731412422772638,1.3219342033961987,6.0,6.0,0.18307449048406596,17.0,9.666666666666666,val_scaled_fold_382.csv
RSI_7_lag_3,1.043051376526446,1.4977538407160473,3.0,3.0,0.16283298531407428,23.0,9.666666666666666,val_scaled_fold_382.csv
RSI_14_lag_5,0.9950692634279139,1.4857060984949455,5.0,5.0,0.17036193141150416,20.0,10.0,val_scaled_fold_382.csv
RSI_7_lag_1,1.0431402462090553,1.5008114475585907,2.0,2.0,0.13509919038338403,29.0,11.0,val_scaled_fold_382.csv
Adj Close,0.7176115009678318,1.1522683292439044,7.0,12.0,0.19700749816982188,3.0,7.333333333333333,val_scaled_fold_396.csv
TEMA_12,0.680047724131153,1.0822477986890013,12.0,14.0,0.20430885768981807,1.0,9.0,val_scaled_fold_396.csv
Close,0.679675235292067,1.1550134331639863,13.0,10.0,0.19263822097243719,8.0,10.333333333333334,val_scaled_fold_396.csv
Close_lag_1,0.6702612266646183,1.1526166761049448,15.0,11.0,0.19545165943899107,5.0,10.333333333333334,val_scaled_fold_396.csv
High,0.7157747814871009,1.0702385907955279,8.0,15.0,0.18631742625285874,13.0,12.0,val_scaled_fold_396.csv
TEMA_12,0.876038050440036,1.4502982900017594,14.0,10.0,0.1870863238546657,1.0,8.333333333333334,val_scaled_fold_369.csv
RSI_14_lag_3,1.361791169969317,2.3934645053185553,7.0,4.0,0.17308395640511837,18.0,9.666666666666666,val_scaled_fold_369.csv
Close,0.7954418823047404,1.4005046809054487,16.0,11.0,0.18342864757256783,3.0,10.0,val_scaled_fold_369.csv
RSI_14_lag_1,1.3605397703280486,2.23472406564176,8.0,7.0,0.17350173431910015,17.0,10.666666666666666,val_scaled_fold_369.csv
RSI_7_lag_3,1.3915344126594296,2.606915975831623,6.0,1.0,0.1514093155220264,26.0,11.0,val_scaled_fold_369.csv
RSI_14,0.8938614370174048,1.15218089671592,2.0,1.0,0.16553540936670627,22.0,8.333333333333334,val_scaled_fold_341.csv
RSI_14_lag_1,0.8443194108197477,1.107875771255053,5.0,4.0,0.16027456867127182,25.0,11.333333333333334,val_scaled_fold_341.csv
Close,0.5077309490432979,0.4380417860098291,16.0,15.0,0.17661841024371433,4.0,11.666666666666666,val_scaled_fold_341.csv
RSI_7,0.7805564824891787,1.1226476415523632,10.0,2.0,0.14727626842600083,29.0,13.666666666666666,val_scaled_fold_341.csv
Volume,0.9088811587025432,0.7829032016804375,1.0,11.0,0.1438137891147683,30.0,14.0,val_scaled_fold_341.csv
OBV,0.6476661194766696,0.910943811906616,2.0,2.0,0.17206708594608766,21.0,8.333333333333334,val_scaled_fold_427.csv
OBV_lag_1,0.6427301049508296,0.9051475398474604,4.0,3.0,0.17174628079775234,22.0,9.666666666666666,val_scaled_fold_427.csv
OBV_lag_3,0.6144691389342802,0.9458649966979376,7.0,1.0,0.16456342538595825,27.0,11.666666666666666,val_scaled_fold_427.csv
TEMA_12,0.34556607740297984,0.5729515806933396,18.0,19.0,0.18120500226980804,1.0,12.666666666666666,val_scaled_fold_427.csv
RSI_7_lag_1,0.6531439439098218,0.8843033680916579,1.0,5.0,0.10598805775171728,35.0,13.666666666666666,val_scaled_fold_427.csv
RSI_7_lag_3,1.272790690417235,2.2020779028051227,2.0,2.0,0.1601488154332947,20.0,8.0,val_scaled_fold_433.csv
RSI_7_lag_1,1.2698915974332934,2.046324638933428,3.0,3.0,0.15531050573316035,21.0,9.0,val_scaled_fold_433.csv
RSI_14_lag_1,1.1006452300144673,1.5518009179588392,6.0,6.0,0.18424023703683834,16.0,9.333333333333334,val_scaled_fold_433.csv
RSI_14,1.1094558457679298,1.7442927548826717,5.0,5.0,0.1694181357664834,18.0,9.333333333333334,val_scaled_fold_433.csv
RSI_7_lag_5,1.2882796570216035,2.2055526214561367,1.0,1.0,0.13143014064601105,27.0,9.666666666666666,val_scaled_fold_433.csv
OBV_lag_5,0.5508188766341257,0.9521172603033561,4.0,1.0,0.17100831921017645,27.0,10.666666666666666,val_scaled_fold_355.csv
OBV_lag_3,0.5494689391941179,0.9437653769919723,5.0,2.0,0.17178913384215408,26.0,11.0,val_scaled_fold_355.csv
OBV_lag_1,0.5379270748565039,0.8890734293002303,6.0,3.0,0.17296029297230703,25.0,11.333333333333334,val_scaled_fold_355.csv
BB_Upper_10_1.5Std,0.42557964476654947,0.7018574298798983,19.0,13.0,0.17938847604337027,2.0,11.333333333333334,val_scaled_fold_355.csv
SMA_5,0.42289112505344295,0.7208021762016041,20.0,12.0,0.17937346302071885,3.0,11.666666666666666,val_scaled_fold_355.csv
TEMA_12,0.49583264789363035,0.907169059299962,14.0,13.0,0.193167891461165,1.0,9.333333333333334,val_scaled_fold_99.csv
RSI_7_lag_5,0.9709699872573612,1.9321722563657282,8.0,4.0,0.16990082192655767,20.0,10.666666666666666,val_scaled_fold_99.csv
RSI_14_lag_3,0.7565605245386609,1.4611569794840011,12.0,7.0,0.18024262925745,14.0,11.0,val_scaled_fold_99.csv
RSI_14_lag_5,0.7727823197238215,1.4583165342293585,9.0,8.0,0.1761100595655453,17.0,11.333333333333334,val_scaled_fold_99.csv
RSI_7_lag_3,0.9795413618262041,1.998616107217631,7.0,3.0,0.15852117763119622,26.0,12.0,val_scaled_fold_99.csv
SMA_5,1.0,1.121397257707291,12.5,13.0,0.1830942817559016,2.0,9.166666666666666,train_scaled_fold_228.csv
Close_lag_1,1.0,1.1069904503032428,12.5,16.0,0.1821740459967087,3.0,10.5,train_scaled_fold_228.csv
Close,1.0,1.1055995259482814,12.5,17.0,0.18196333038454235,5.0,11.5,train_scaled_fold_228.csv
BB_Lower_10_2Std,1.0,1.200849534849211,12.5,9.0,0.16974361224662401,21.0,14.166666666666666,train_scaled_fold_228.csv
TEMA_12,1.0,1.0515019795600056,12.5,30.0,0.18338333543589483,1.0,14.5,train_scaled_fold_228.csv
BB_Mid_20,1.0,2.044281239547046,12.0,2.0,0.17154217100304586,1.0,5.0,train_scaled_fold_566.csv
BB_Upper_20_1.5Std,1.0,2.0878496493999457,12.0,1.0,0.1708451572112724,8.0,7.0,train_scaled_fold_566.csv
BB_Upper_10_1.5Std,1.0,2.0344272417954556,12.0,5.0,0.17069085547134605,9.0,8.666666666666666,train_scaled_fold_566.csv
SMA_5,1.0,2.043440512453687,12.0,3.0,0.17061748402645008,11.0,8.666666666666666,train_scaled_fold_566.csv
BB_Lower_10_1.5Std,1.0,2.0324014488865467,12.0,7.0,0.17053551767983652,12.0,10.333333333333334,train_scaled_fold_566.csv
RSI_7_lag_1,1.089709862532315,2.169844129512621,6.0,1.0,0.14022950457616715,25.0,10.666666666666666,val_scaled_fold_180.csv
RSI_7_lag_3,1.06260462083396,2.024416229360422,8.0,3.0,0.1456915889710806,24.0,11.666666666666666,val_scaled_fold_180.csv
RSI_7,1.0877493791824868,2.139167810421724,7.0,2.0,0.11483714140772619,34.0,14.333333333333334,val_scaled_fold_180.csv
TEMA_12,0.3381737910095236,0.48388009210151806,22.0,20.0,0.2129126308338965,1.0,14.333333333333334,val_scaled_fold_180.csv
RSI_14_lag_1,0.9221663148352647,1.3578848885468544,12.0,8.0,0.13856016061401902,26.0,15.333333333333334,val_scaled_fold_180.csv
TEMA_26,1.0,1.4760510137596774,14.0,5.0,0.18843423796782344,3.0,7.333333333333333,train_scaled_fold_200.csv
SMA_5,1.0,1.4606994567297216,14.0,7.0,0.18923272638459626,1.0,7.333333333333333,train_scaled_fold_200.csv
Low,1.0,1.4555733304198455,14.0,8.0,0.18754513920102583,4.0,8.666666666666666,train_scaled_fold_200.csv
BB_Mid_10,1.0,1.547182550958761,14.0,2.0,0.1859144921640545,12.0,9.333333333333334,train_scaled_fold_200.csv
Adj Close,1.0,1.4480092498700956,14.0,11.0,0.18729572847567744,5.0,10.0,train_scaled_fold_200.csv
OBV_lag_1,0.3111272084641067,0.49056338809959854,16.0,16.0,0.1928592060676764,4.0,12.0,val_scaled_fold_194.csv
RSI_7_lag_5,0.828760371806959,1.227588292007231,2.0,1.0,0.023673225062875745,38.0,13.666666666666666,val_scaled_fold_194.csv
OBV_lag_3,0.3396812857118815,0.5091545600685945,15.0,15.0,0.18591365068588073,11.0,13.666666666666666,val_scaled_fold_194.csv
OBV,0.2962950292477692,0.45409069984634254,17.0,18.0,0.1908266315020228,6.0,13.666666666666666,val_scaled_fold_194.csv
RSI_7,0.7954747462707841,1.1495692063879066,6.0,2.0,0.043578460805170166,33.0,13.666666666666666,val_scaled_fold_194.csv
TEMA_26,1.0,1.6939088529830966,12.5,9.0,0.18690254730401717,3.0,8.166666666666666,train_scaled_fold_214.csv
TEMA_12,1.0,1.634731225964363,12.5,21.0,0.18716493621825664,2.0,11.833333333333334,train_scaled_fold_214.csv
SMA_5,1.0,1.6269768809103051,12.5,25.0,0.18721560565644849,1.0,12.833333333333334,train_scaled_fold_214.csv
Adj Close,1.0,1.631479668347843,12.5,22.0,0.18635802570616988,5.0,13.166666666666666,train_scaled_fold_214.csv
Close_lag_1,1.0,1.62830694928795,12.5,24.0,0.18647961133601848,4.0,13.5,train_scaled_fold_214.csv
TEMA_26,1.0,1.7034488187777594,14.5,2.0,0.18391498657698907,2.0,6.166666666666667,train_scaled_fold_572.csv
Adj Close,1.0,1.69956393627294,14.5,3.0,0.18373350577611333,4.0,7.166666666666667,train_scaled_fold_572.csv
Low,1.0,1.7070657825735742,14.5,1.0,0.18364605737422263,7.0,7.5,train_scaled_fold_572.csv
SMA_5,1.0,1.6151522052140574,14.5,11.0,0.18406490014158483,1.0,8.833333333333334,train_scaled_fold_572.csv
TEMA_12,1.0,1.6373195489521506,14.5,10.0,0.18391129711966017,3.0,9.166666666666666,train_scaled_fold_572.csv
BB_Lower_10_2Std,0.7871166795998723,1.2537129277986527,8.0,2.0,0.18279413849034712,13.0,7.666666666666667,val_scaled_fold_619.csv
BB_Lower_10_1.5Std,0.7609631176677426,1.2147778856723548,10.0,3.0,0.18415702327709138,12.0,8.333333333333334,val_scaled_fold_619.csv
SMA_5,0.6661790649577949,1.1442005904874346,22.0,6.0,0.18735344443939,2.0,10.0,val_scaled_fold_619.csv
TEMA_12,0.6631814344833669,1.1535615261988577,23.0,5.0,0.18666575805944768,4.0,10.666666666666666,val_scaled_fold_619.csv
BB_Mid_10,0.6898970204494461,1.1097892475108058,18.0,11.0,0.1864678265033593,5.0,11.333333333333334,val_scaled_fold_619.csv
TEMA_12,1.0,1.475982838946538,15.0,12.0,0.2051298609838541,1.0,9.333333333333334,train_scaled_fold_599.csv
SMA_5,1.0,1.4280326373247108,15.0,13.0,0.20471154588143733,2.0,10.0,train_scaled_fold_599.csv
Close,1.0,1.4159548104409914,15.0,14.0,0.20102796781074284,9.0,12.666666666666666,train_scaled_fold_599.csv
Adj Close,1.0,1.3669333163877093,15.0,20.0,0.20266901188109712,5.0,13.333333333333334,train_scaled_fold_599.csv
BB_Mid_10,1.0,1.4777113582280115,15.0,11.0,0.1939279379479122,15.0,13.666666666666666,train_scaled_fold_599.csv
Close,0.5201416138096479,0.8159917325275443,18.0,13.0,0.17452892768209588,8.0,13.0,val_scaled_fold_625.csv
RSI_7,0.8004893851692734,1.0895271878187436,6.0,1.0,0.12606189107001567,34.0,13.666666666666666,val_scaled_fold_625.csv
TEMA_26,0.439605391819395,0.7516178419181299,21.0,19.0,0.17653300543006054,1.0,13.666666666666666,val_scaled_fold_625.csv
TEMA_12,0.47659588554465504,0.7427845831309005,19.0,20.0,0.1764383554361045,2.0,13.666666666666666,val_scaled_fold_625.csv
RSI_14,0.7131330834598021,1.043099320709364,10.0,4.0,0.1504341954895988,29.0,14.333333333333334,val_scaled_fold_625.csv
RSI_7_lag_1,0.9140146400495196,1.2632941555907884,4.0,1.0,0.06738717698761551,28.0,11.0,val_scaled_fold_66.csv
RSI_7,0.9068971303391562,1.2156389751172105,5.0,4.0,0.057908986893659094,29.0,12.666666666666666,val_scaled_fold_66.csv
RSI_7_lag_3,0.9272811460034329,1.222760738310407,2.0,3.0,0.04227792389286397,34.0,13.0,val_scaled_fold_66.csv
