source,Sharpe_mean,Sharpe_median,MDD_mean,MDD_median,AnnRet_mean,AnnRet_median,AnnVol_mean,AnnVol_median,n
GA+BO_knee,1.4364835033713284,1.426051017860273,0.12805797814287773,0.0919140714947791,0.18420528758589466,0.1073089357793835,0.1219830784021678,0.0731062723027493,33
GA_knee,1.4292332505804948,1.426051017860273,0.11884634418692577,0.0903940293616086,0.16216248983285866,0.1061821241079452,0.11122331729511417,0.0728889338238322,33
