retrain_interval,test_sharpe_median,test_sharpe_mean,test_mdd_median,test_mdd_mean,test_ann_return_median,test_ann_return_mean,n
10,1.3935121589315866,1.4031619926343009,0.1066590606648807,0.1901859285685832,0.1085475062431398,0.2662057576285475,11
20,1.482687330295451,1.4985571767570889,0.0772852281956209,0.09812007920963951,0.1098280061561501,0.1304277799498973,11
42,1.4990618700123477,1.3957741122835767,0.0903940295596429,0.09220944199974643,0.1030179653210802,0.10090624053576557,11
