stage,fold_id,iter,p,q,rmse,is_best_so_far
BO,113,37,7,5,0.0271661649603477,False
BO,113,38,3,4,0.026495165061921,False
BO,113,39,2,5,0.0260818668159633,False
BO,113,40,2,7,0.0271595967900695,False
BO,113,41,5,3,0.0263162190709398,False
BO,113,42,5,6,0.0264448658728634,False
BO,113,43,4,3,0.0264181344812081,False
BO,113,44,6,3,0.0262667795780263,False
BO,113,45,3,3,0.0260344271691532,False
BO,113,46,6,5,0.0265750396988298,False
BO,113,47,2,6,0.0261990704486316,False
BO,113,48,3,6,0.0264708720651499,False
BO,113,49,3,4,0.026495165061921,False
BO,113,50,5,2,0.026545624746081,False
BO,113,51,4,4,0.0268189096012904,False
BO,113,52,5,6,0.0264448658728634,False
BO,113,53,3,2,0.0260641104881994,False
BO,113,54,7,2,0.0269472173949351,False
BO,113,55,6,5,0.0265750396988298,False
BO,206,1,3,5,0.0118639940196659,True
BO,206,2,1,4,0.0118899792116942,False
BO,206,3,1,5,0.0118931351337604,False
BO,206,4,3,6,0.011893359433333,False
BO,206,5,1,6,0.011898531491185,False
BO,206,6,6,2,0.0119113192386759,False
BO,206,7,6,5,0.0119316835617349,False
BO,206,8,4,2,0.0119370339238974,False
BO,206,9,4,3,0.0119157642876838,False
BO,206,10,2,5,0.0120355355616887,False
BO,206,11,1,5,0.0118931351337604,False
BO,206,12,7,1,0.0119665218938827,False
BO,206,13,7,5,0.0120379175754496,False
BO,206,14,5,1,0.0119078162054019,False
BO,206,15,1,4,0.0118899792116942,False
BO,206,16,3,1,0.0119608668489269,False
BO,206,17,4,7,0.0120819201818093,False
BO,206,18,5,5,0.0119154540214384,False
BO,206,19,1,1,0.0119777103516848,False
BO,206,20,3,4,0.0119471762105829,False
BO,206,21,5,3,0.0119385295132461,False
BO,206,22,5,7,0.0120988083303068,False
BO,206,23,6,7,0.0122974073374623,False
BO,206,24,4,5,0.0121374162829153,False
BO,206,25,6,4,0.0121043327208999,False
BO,206,26,2,4,0.0119683420751195,False
BO,206,27,4,6,0.012267523199247,False
BO,206,28,6,6,0.011974658853895,False
BO,206,29,6,1,0.0119129339281786,False
BO,206,30,1,3,0.0119696582763942,False
BO,206,31,1,7,0.0120393088521032,False
BO,206,32,7,6,0.0119638441668552,False
BO,206,33,5,2,0.0119013367431932,False
BO,206,34,4,4,0.0119085230424453,False
BO,206,35,3,7,0.0121342324377639,False
BO,206,36,2,2,0.0119720907246947,False
BO,206,37,7,3,0.0118489122091901,True
BO,206,38,7,2,0.0119287641853673,False
BO,206,39,6,3,0.0118912962560115,False
BO,206,40,7,5,0.0120379175754496,False
BO,206,41,4,1,0.0119376860743541,False
BO,206,42,5,4,0.0119565467402885,False
BO,206,43,7,7,0.0117000767643358,True
BO,206,44,3,2,0.0119550125805191,False
BO,206,45,7,4,0.0120966697621184,False
BO,206,46,6,5,0.0119316835617349,False
BO,206,47,7,5,0.0120379175754496,False
BO,206,48,5,4,0.0119565467402885,False
BO,206,49,5,7,0.0120988083303068,False
BO,206,50,1,4,0.0118899792116942,False
BO,206,51,6,6,0.011974658853895,False
BO,206,52,4,7,0.0120819201818093,False
BO,206,53,1,6,0.011898531491185,False
BO,206,54,3,3,0.0118858052696519,False
BO,206,55,3,1,0.0119608668489269,False
BO,226,1,1,3,0.0115109794896639,True
BO,226,2,2,3,0.0115123457554102,False
BO,226,3,2,1,0.0115125151685266,False
BO,226,4,3,1,0.0115129298247604,False
BO,226,5,1,2,0.0115136233869558,False
BO,226,6,6,2,0.0115569860708073,False
BO,226,7,6,5,0.011544301098585,False
BO,226,8,4,2,0.0115694077022795,False
BO,226,9,4,3,0.0117199687850403,False
BO,226,10,2,5,0.011538519662186,False
BO,226,11,1,5,0.0115608749653256,False
BO,226,12,7,1,0.0115267131018447,False
BO,226,13,7,5,0.0115520407273829,False
BO,226,14,5,1,0.0115533921182188,False
BO,226,15,1,4,0.0115564887804692,False
BO,226,16,3,5,0.0115393189073086,False
BO,226,17,2,2,0.011513667382941,False
BO,226,18,3,7,0.0116559189128596,False
BO,226,19,7,7,0.0116513027981032,False
BO,226,20,1,1,0.011521744443433,False
BO,226,21,7,4,0.0116366119103237,False
BO,226,22,1,6,0.0115834683019225,False
BO,226,23,7,2,0.0115256382259911,False
BO,226,24,5,6,0.0117117663596579,False
BO,226,25,3,4,0.0116281189812357,False
BO,226,26,2,4,0.0115592487820247,False
BO,226,27,4,6,0.011773245783982,False
BO,226,28,6,6,0.0116470782946081,False
BO,226,29,1,7,0.0116040380138991,False
BO,226,30,3,6,0.0115905034367408,False
BO,226,31,5,3,0.0115523782793953,False
BO,226,32,7,6,0.0116395530744588,False
BO,226,33,4,4,0.0115526864548697,False
BO,226,34,7,3,0.0115250374509009,False
BO,226,35,5,4,0.0115156972693968,False
BO,226,36,6,3,0.0115562370940988,False
BO,226,37,4,1,0.0115530000887504,False
BO,226,38,6,1,0.0115582976015471,False
BO,226,39,3,2,0.0115142310200761,False
BO,226,40,2,6,0.0115754647224067,False
BO,226,41,5,5,0.0116259532252207,False
BO,226,42,5,2,0.0115793910157583,False
BO,226,43,6,4,0.0115110505245611,False
BO,226,44,3,3,0.0115145454851079,False
BO,226,45,4,7,0.0117302452731169,False
BO,226,46,2,6,0.0115754647224067,False
BO,226,47,2,7,0.0116511347322361,False
BO,226,48,5,1,0.0115533921182188,False
BO,226,49,6,5,0.011544301098585,False
BO,226,50,3,3,0.0115145454851079,False
BO,226,51,2,6,0.0115754647224067,False
BO,226,52,7,4,0.0116366119103237,False
BO,226,53,2,6,0.0115754647224067,False
BO,226,54,4,6,0.011773245783982,False
BO,226,55,4,3,0.0117199687850403,False
BO,259,1,2,1,0.0097480991282826,True
BO,259,2,1,1,0.0097502467247871,False
BO,259,3,3,1,0.0097660495569673,False
BO,259,4,5,3,0.009802631941426,False
BO,259,5,1,2,0.0098100331403055,False
BO,259,6,6,2,0.0101181943748793,False
BO,259,7,6,5,0.0101606840154907,False
BO,259,8,4,2,0.009991628370821,False
BO,259,9,4,3,0.0101405337359399,False
BO,259,10,2,5,0.0099827747888605,False
BO,259,11,1,5,0.0100094083932833,False
BO,259,12,7,1,0.0101744816394024,False
BO,259,13,7,5,0.0100892657267656,False
BO,259,14,5,1,0.0100542292259142,False
BO,259,15,1,4,0.0099978093915386,False
BO,259,16,3,5,0.0100482525193015,False
BO,259,17,6,2,0.0101181943748793,False
BO,259,18,2,2,0.0099956250619892,False
BO,259,19,6,3,0.0101051383426485,False
BO,259,20,5,4,0.0100905041043698,False
BO,259,21,4,1,0.0100248358080859,False
BO,259,22,2,7,0.0100629979181938,False
BO,259,23,3,4,0.0099847843819279,False
BO,259,24,2,2,0.0099956250619892,False
BO,259,25,6,6,0.0101405761669762,False
BO,259,26,7,2,0.0102476804005949,False
BO,259,27,7,4,0.010140201316755,False
BO,259,28,3,6,0.0101493822076686,False
BO,259,29,5,2,0.0101790245010959,False
BO,259,30,1,3,0.0099668609433186,False
BO,259,31,1,6,0.0100232144856526,False
BO,259,32,5,1,0.0100542292259142,False
BO,259,33,3,4,0.0099847843819279,False
BO,259,34,4,5,0.0100529394638032,False
BO,259,35,3,3,0.0099949808876623,False
BO,259,36,3,3,0.0099949808876623,False
BO,259,37,7,5,0.0100892657267656,False
BO,259,38,3,7,0.0100487648423024,False
BO,259,39,4,4,0.0100170513049263,False
BO,259,40,5,4,0.0100905041043698,False
BO,259,41,4,5,0.0100529394638032,False
BO,259,42,2,3,0.0099642182720595,False
BO,259,43,2,2,0.0099956250619892,False
BO,259,44,5,7,0.0101412395346936,False
BO,259,45,3,3,0.0099949808876623,False
BO,259,46,2,6,0.0100673812249383,False
BO,259,47,5,6,0.0100976412196276,False
BO,259,48,2,2,0.0099956250619892,False
BO,259,49,7,3,0.0101881986117607,False
BO,259,50,6,4,0.0101245060413189,False
BO,259,51,2,6,0.0100673812249383,False
BO,259,52,6,2,0.0101181943748793,False
BO,259,53,4,4,0.0100170513049263,False
BO,259,54,7,4,0.010140201316755,False
BO,259,55,5,7,0.0101412395346936,False
BO,343,1,1,2,0.0266380392867317,True
BO,343,2,2,1,0.0267220041602778,False
BO,343,3,1,1,0.0267239538825883,False
BO,343,4,3,3,0.0267284243631194,False
BO,343,5,2,2,0.0267983090745351,False
BO,343,6,6,2,0.0271278836681087,False
BO,343,7,6,5,0.0273170725268502,False
BO,343,8,4,2,0.0270239092374248,False
BO,343,9,4,3,0.0269098679736339,False
BO,343,10,2,5,0.0270170890981272,False
BO,343,11,1,5,0.0268745393636256,False
BO,343,12,7,1,0.027079388663087,False
BO,343,13,7,5,0.0274590764630064,False
BO,343,14,5,1,0.0270266007471422,False
BO,343,15,1,4,0.0268798702482568,False
BO,343,16,3,5,0.0269816692809471,False
BO,343,17,6,2,0.0271278836681087,False
BO,343,18,1,3,0.026836507791007,False
BO,343,19,1,7,0.0271387703475998,False
BO,343,20,5,2,0.0270374693567104,False
BO,343,21,6,3,0.0271329691734444,False
BO,343,22,2,7,0.0271635998058173,False
BO,343,23,3,4,0.027020237783132,False
BO,343,24,2,2,0.0267983090745351,False
BO,343,25,2,3,0.0268540609480514,False
BO,343,26,7,2,0.0270937332709659,False
BO,343,27,7,4,0.0270712008891221,False
BO,343,28,3,6,0.0273202202664843,False
BO,343,29,5,2,0.0270374693567104,False
BO,343,30,3,2,0.0270235681631068,False
BO,343,31,6,6,0.0274512435758331,False
BO,343,32,5,1,0.0270266007471422,False
BO,343,33,7,3,0.0270820719170399,False
BO,343,34,4,5,0.0271901814352894,False
BO,343,35,4,7,0.0282719117055626,False
BO,343,36,2,2,0.0267983090745351,False
BO,343,37,2,2,0.0267983090745351,False
BO,343,38,5,2,0.0270374693567104,False
BO,343,39,3,7,0.027334902842547,False
BO,343,40,3,5,0.0269816692809471,False
BO,343,41,4,5,0.0271901814352894,False
BO,343,42,5,2,0.0270374693567104,False
BO,343,43,2,4,0.026989678641257,False
BO,343,44,2,6,0.0273046311335711,False
BO,343,45,3,1,0.0268875626101561,False
BO,343,46,4,1,0.0269855932015435,False
BO,343,47,1,4,0.0268798702482568,False
BO,343,48,2,4,0.026989678641257,False
BO,343,49,3,3,0.0267284243631194,False
BO,343,50,7,5,0.0274590764630064,False
BO,343,51,4,4,0.0270357696789327,False
BO,343,52,5,6,0.0273540147009464,False
BO,343,53,3,2,0.0270235681631068,False
BO,343,54,4,5,0.0271901814352894,False
BO,343,55,5,2,0.0270374693567104,False
BO,347,1,2,6,0.0108370133979256,True
BO,347,2,1,6,0.0108397113316064,False
BO,347,3,3,6,0.0108556700479114,False
BO,347,4,5,2,0.0108566577783987,False
BO,347,5,2,5,0.0108612141441385,False
BO,347,6,6,2,0.0108539631428798,False
BO,347,7,6,5,0.0109380118734703,False
BO,347,8,4,2,0.0108943016388981,False
BO,347,9,4,3,0.0108511352755669,False
BO,347,10,2,5,0.0108612141441385,False
BO,347,11,1,5,0.0108735582669376,False
BO,347,12,7,1,0.0108390022191074,False
BO,347,13,7,5,0.0109695962876874,False
BO,347,14,5,1,0.0108712544010518,False
BO,347,15,1,4,0.0108593313245861,False
BO,347,16,3,5,0.010874646532751,False
BO,347,17,1,7,0.0108346694702855,True
BO,347,18,3,7,0.0108328774084509,True
BO,347,19,1,2,0.0108894083537965,False
BO,347,20,2,7,0.0108352763690733,False
BO,347,21,5,7,0.0109086239786038,False
BO,347,22,5,5,0.0109264565041115,False
BO,347,23,5,3,0.0108816008198091,False
BO,347,24,3,3,0.0108413787852001,False
BO,347,25,3,4,0.0108477713940508,False
BO,347,26,2,3,0.0109009815075687,False
BO,347,27,6,1,0.0108252390347407,True
BO,347,28,6,6,0.0109576146665617,False
BO,347,29,7,2,0.0108360619588272,False
BO,347,30,5,6,0.0109049553666336,False
BO,347,31,4,7,0.0108512786526828,False
BO,347,32,1,4,0.0108593313245861,False
BO,347,33,6,3,0.0108448900861775,False
BO,347,34,7,3,0.0108510642763169,False
BO,347,35,5,4,0.0109526855961427,False
BO,347,36,2,1,0.0108847584333871,False
BO,347,37,1,3,0.0109270525885697,False
BO,347,38,2,4,0.0108845119680077,False
BO,347,39,1,1,0.0108911443865739,False
BO,347,40,4,1,0.0108696891017091,False
BO,347,41,6,4,0.0108388852978431,False
BO,347,42,7,5,0.0109695962876874,False
BO,347,43,3,3,0.0108413787852001,False
BO,347,44,3,3,0.0108413787852001,False
BO,347,45,3,3,0.0108413787852001,False
BO,347,46,2,3,0.0109009815075687,False
BO,347,47,2,2,0.0108901950897159,False
