fold_id,retrain_interval,front_type,p,q,threshold,sharpe,mdd,garch_mode,garch_ic,dist,dist_last,aic_norm,aic_t
444,20,GA+BO,7,5,0.034475044463383515,3.222075670556205,0.024516927334944014,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.037842092964588875,3.172930276049445,0.02378514192226099,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.07491274462370129,2.5153870363019375,0.019314896200418055,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.052603949670916805,2.7964081883508425,0.021493957770836895,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.03963711437935805,3.125288526143609,0.023418797700954994,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.046035770965630426,2.951799045463482,0.02233341914371419,auto,aic,t,t,2263.68420665482,2172.870110032835
444,20,GA+BO,7,5,0.09809903364445619,2.3995031611296684,0.016989279123887174,auto,aic,t,t,2263.68420665482,2172.870110032835
444,42,GA,7,5,0.08155371265392192,2.5257637007887577,0.012778565502546989,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.08155371265392192,2.5257637007887577,0.012778565502546989,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,6,0.5999975222183983,2.2904419863964187,0.002053316090556899,auto,aic,t,t,2067.8592514402553,2017.5844158530822
444,42,GA,7,5,0.5999987820360363,2.497402685011374,0.002529755667149668,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.21057529592107543,2.503477417443842,0.006967490424203149,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2825791288419047,2.497450745690273,0.0053704746796177805,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.21057529592107543,2.503477417443842,0.006967490424203149,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.5999987820360363,2.497402685011374,0.002529755667149668,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2553614025542474,2.500641610416179,0.0058682777751402045,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.26842783060388997,2.4991814534328953,0.005616698320395468,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.263594313442788,2.4997403268233316,0.005706855594762248,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2257781813955465,2.50305766104144,0.00654546587592922,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2283671677572326,2.5029170177285347,0.006479196144890939,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.27947126473216094,2.497840840954508,0.0054224127568568365,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.21292060119765893,2.50346447861497,0.006898454466172026,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.23923190553672094,2.5021573481766444,0.006216733460417113,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2186367725447729,2.5033488562228126,0.006736398349895586,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.24980870362872545,2.501205893774261,0.005983157236586111,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2411848664460276,2.50199556943396,0.006172062480349172,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2610068065020987,2.5000310030899375,0.005756491362109378,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.24550815495090855,2.5016141473470954,0.006075701917949476,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.24454216955138947,2.501702019428487,0.00609693690318155,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.22220516826133294,2.5032220910385243,0.006639459753739586,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.23176012945714608,2.5027075906429883,0.006394588881343997,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.23534730873434243,2.502457753192558,0.006307791583795291,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2210639895792297,2.503266873053159,0.006670120489430454,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.21607176989305726,2.503414785105883,0.006808056841343254,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.27523369192519864,2.498364413181979,0.005495120306005976,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.24966789944343007,2.5012196801925204,0.005986136757074489,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.27523369192519864,2.498364413181979,0.005495120306005976,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.23534730873434243,2.502457753192558,0.006307791583795291,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA,7,5,0.2716194979574165,2.498802297914076,0.005558924614612007,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.08155371265392192,2.5257637007887577,0.012778565502546989,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.08155371265392192,2.5257637007887577,0.012778565502546989,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,6,0.5999975222183983,2.2904419863964187,0.002053316090556899,auto,aic,t,t,2067.8592514402553,2017.5844158530822
444,42,GA+BO,7,5,0.5999987820360363,2.497402685011374,0.002529755667149668,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.21057529592107543,2.503477417443842,0.006967490424203149,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2825791288419047,2.497450745690273,0.0053704746796177805,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.21057529592107543,2.503477417443842,0.006967490424203149,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.5999987820360363,2.497402685011374,0.002529755667149668,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2553614025542474,2.500641610416179,0.0058682777751402045,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.26842783060388997,2.4991814534328953,0.005616698320395468,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.263594313442788,2.4997403268233316,0.005706855594762248,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2257781813955465,2.50305766104144,0.00654546587592922,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2283671677572326,2.5029170177285347,0.006479196144890939,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.27947126473216094,2.497840840954508,0.0054224127568568365,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.21292060119765893,2.50346447861497,0.006898454466172026,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.23923190553672094,2.5021573481766444,0.006216733460417113,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2186367725447729,2.5033488562228126,0.006736398349895586,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.24980870362872545,2.501205893774261,0.005983157236586111,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2411848664460276,2.50199556943396,0.006172062480349172,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2610068065020987,2.5000310030899375,0.005756491362109378,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.24550815495090855,2.5016141473470954,0.006075701917949476,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.24454216955138947,2.501702019428487,0.00609693690318155,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.22220516826133294,2.5032220910385243,0.006639459753739586,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.23176012945714608,2.5027075906429883,0.006394588881343997,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.23534730873434243,2.502457753192558,0.006307791583795291,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2210639895792297,2.503266873053159,0.006670120489430454,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.21607176989305726,2.503414785105883,0.006808056841343254,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.27523369192519864,2.498364413181979,0.005495120306005976,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.24966789944343007,2.5012196801925204,0.005986136757074489,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.27523369192519864,2.498364413181979,0.005495120306005976,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.23534730873434243,2.502457753192558,0.006307791583795291,auto,aic,t,t,2072.2758249057806,2015.6911964854357
444,42,GA+BO,7,5,0.2716194979574165,2.498802297914076,0.005558924614612007,auto,aic,t,t,2072.2758249057806,2015.6911964854357
206,10,GA,4,4,0.5999999999378123,4.62929787809203,0.003710790032856441,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.011832937226191989,4.821522036896502,0.02989015325645726,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.5999999999378123,4.62929787809203,0.003710790032856441,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.011832937226191989,4.821522036896502,0.02989015325645726,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.01884903836271035,4.629383586304598,0.029357949006122312,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.018223235264057013,4.673272204643184,0.029444928980750018,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.013083944249426698,4.817348505107041,0.029447775232699036,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.018592110213057574,4.647196535987594,0.02939295015928489,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.0187394356205809,4.636947623776166,0.029372762628548564,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.018825013153613786,4.6310372333528,0.02936118141678165,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.018762528656725952,4.635349609581782,0.029369627030060057,auto,aic,normal,t,2347.118660306077,2347.403837349236
206,10,GA,4,4,0.01831832868068985,4.666493042080325,0.029431328751128093,auto,aic,normal,t,2347.118660306077,2347.403837349236
