stage,fold_id,gen,p,q,rmse,is_best_gen
GA,206,2,5,2,0.0119013367431932,False
GA,206,2,5,2,0.0119013367431932,False
GA,206,2,5,1,0.0119078162054019,False
GA,206,2,5,1,0.0119078162054019,False
GA,206,2,5,1,0.0119078162054019,False
GA,206,2,5,5,0.0119154540214384,False
GA,206,2,6,5,0.0119316835617349,False
GA,206,2,6,5,0.0119316835617349,False
GA,206,2,6,5,0.0119316835617349,False
GA,206,2,6,5,0.0119316835617349,False
GA,206,2,4,2,0.0119370339238974,False
GA,206,2,4,2,0.0119370339238974,False
GA,206,2,4,2,0.0119370339238974,False
GA,206,2,4,1,0.0119376860743541,False
GA,206,2,4,1,0.0119376860743541,False
GA,206,2,4,1,0.0119376860743541,False
GA,206,2,4,1,0.0119376860743541,False
GA,206,2,4,1,0.0119376860743541,False
GA,206,2,5,3,0.0119385295132461,False
GA,206,2,5,3,0.0119385295132461,False
GA,206,2,3,4,0.0119471762105829,False
GA,206,3,3,5,0.0118639940196659,True
GA,206,3,3,5,0.0118639940196659,True
GA,206,3,3,5,0.0118639940196659,True
GA,206,3,3,5,0.0118639940196659,True
GA,206,3,3,5,0.0118639940196659,True
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,1,5,0.0118931351337604,False
GA,206,3,3,6,0.011893359433333,False
GA,206,3,3,6,0.011893359433333,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,3,1,6,0.011898531491185,False
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,3,5,0.0118639940196659,True
GA,206,4,1,4,0.0118899792116942,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,1,5,0.0118931351337604,False
GA,206,4,3,6,0.011893359433333,False
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,3,5,0.0118639940196659,True
GA,206,5,1,4,0.0118899792116942,False
GA,206,5,1,4,0.0118899792116942,False
GA,206,5,1,4,0.0118899792116942,False
GA,206,5,1,4,0.0118899792116942,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,5,1,5,0.0118931351337604,False
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,6,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,7,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,8,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,9,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,10,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,11,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,12,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,13,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,14,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,15,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,16,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,17,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
GA,206,18,3,5,0.0118639940196659,True
