stage,fold_id,gen,p,q,rmse,is_best_gen
GA,35,5,5,4,0.0165432452564336,True
GA,35,5,5,4,0.0165432452564336,True
GA,35,5,5,4,0.0165432452564336,True
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,5,4,5,0.0165721028248721,False
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,5,4,0.0165432452564336,True
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,6,4,5,0.0165721028248721,False
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,5,4,0.0165432452564336,True
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,7,4,5,0.0165721028248721,False
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,8,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,9,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,10,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,11,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,12,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,13,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,14,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,15,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
GA,35,16,5,4,0.0165432452564336,True
