fold_id,retrain_interval,stage,gen,hv,ref0,ref1,n_front
553,10,GA,1,0.003170285036130139,-9.585886298326734,0.0072249013477174665,5
553,10,GA,2,0.003170285036130139,-9.585886298326734,0.0072249013477174665,7
553,10,GA,3,0.006137347144205211,-9.585886298326734,0.0072249013477174665,1
553,10,GA,4,0.006437683439341766,-9.585886298326734,0.0072249013477174665,3
553,10,GA,5,0.006437683439341766,-9.585886298326734,0.0072249013477174665,4
553,10,GA,6,0.006437683439341766,-9.585886298326734,0.0072249013477174665,4
553,10,GA,7,0.006437683439341766,-9.585886298326734,0.0072249013477174665,5
553,10,GA,8,0.006437683439341766,-9.585886298326734,0.0072249013477174665,5
553,10,GA,9,0.006437683439341766,-9.585886298326734,0.0072249013477174665,5
553,10,GA,10,0.006437683439341766,-9.585886298326734,0.0072249013477174665,6
553,10,final_ga,-1,0.0,-15.51684694327978,0.007224901347717449,6
553,10,final_union,-1,0.0,-15.51684694327978,0.007224901347717449,6
553,20,GA,1,0.00436595976965,-9.349254702767459,0.0046881225204891555,1
553,20,GA,2,0.00436595976965,-9.349254702767459,0.0046881225204891555,1
553,20,GA,3,0.00436595976965,-9.349254702767459,0.0046881225204891555,2
553,20,GA,4,0.00436595976965,-9.349254702767459,0.0046881225204891555,2
553,20,GA,5,0.004403390807488148,-9.349254702767459,0.0046881225204891555,3
553,20,GA,6,0.004403390807488148,-9.349254702767459,0.0046881225204891555,3
553,20,GA,7,0.004403390807488148,-9.349254702767459,0.0046881225204891555,4
553,20,GA,8,0.004403390807488148,-9.349254702767459,0.0046881225204891555,5
553,20,GA,9,0.004403390807488148,-9.349254702767459,0.0046881225204891555,5
553,20,GA,10,0.004403390807488148,-9.349254702767459,0.0046881225204891555,6
553,20,final_ga,-1,0.0,-14.545156036714804,0.004688122520488947,6
553,20,final_union,-1,0.0,-14.545156036714804,0.004688122520488947,6
553,42,GA,1,0.003340391679326074,-8.44449246048194,0.001540461000000202,1
553,42,GA,2,0.005508110854102879,-8.44449246048194,0.001540461000000202,2
553,42,GA,3,0.005567246805723083,-8.44449246048194,0.001540461000000202,2
553,42,GA,4,0.006647530733927794,-8.44449246048194,0.001540461000000202,1
553,42,GA,5,0.006647530733927794,-8.44449246048194,0.001540461000000202,2
553,42,GA,6,0.0068088832454325805,-8.44449246048194,0.001540461000000202,3
553,42,GA,7,0.0069405678740719345,-8.44449246048194,0.001540461000000202,3
553,42,GA,8,0.0069405678740719345,-8.44449246048194,0.001540461000000202,3
553,42,GA,9,0.0069405678740719345,-8.44449246048194,0.001540461000000202,3
553,42,GA,10,0.0069405678740719345,-8.44449246048194,0.001540461000000202,3
553,42,final_ga,-1,0.0,-14.035755982814063,0.0007709999999999319,3
553,42,final_union,-1,0.0,-14.035755982814063,0.0007709999999999319,3
564,10,GA,1,1.178823658772291,3.7569819567721665,0.19499829855992076,2
564,10,GA,2,1.2422983131177954,3.7569819567721665,0.19499829855992076,1
564,10,GA,3,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,4,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,5,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,6,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,7,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,8,1.3912959651110377,3.7569819567721665,0.19499829855992076,2
564,10,GA,9,1.4647312787486693,3.7569819567721665,0.19499829855992076,2
564,10,GA,10,1.4647312787486693,3.7569819567721665,0.19499829855992076,2
564,10,final_ga,-1,0.0,-4.604441953246989,0.03031836486405744,2
564,10,final_union,-1,0.0,-4.604441953246989,0.03031836486405744,2
564,20,GA,1,0.4778440401498858,2.2116528193747977,0.1489495806250652,1
564,20,GA,2,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,3,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,4,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,5,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,6,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,7,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,8,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,9,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,GA,10,1.0506724366954814,2.2116528193747977,0.1489495806250652,1
564,20,final_ga,-1,0.0,-5.93705438830198,0.011953918105846102,1
564,20,final_union,-1,0.0,-5.93705438830198,0.011953918105846102,1
564,42,GA,1,0.9842084512017905,2.6821917351466555,0.18276053108296242,1
564,42,GA,2,1.3930146696502095,2.6821917351466555,0.18276053108296242,1
564,42,GA,3,1.3930146696502095,2.6821917351466555,0.18276053108296242,1
564,42,GA,4,1.4483976365443623,2.6821917351466555,0.18276053108296242,2
564,42,GA,5,1.4483976365443623,2.6821917351466555,0.18276053108296242,2
564,42,GA,6,1.449762668639262,2.6821917351466555,0.18276053108296242,3
564,42,GA,7,1.449762668639262,2.6821917351466555,0.18276053108296242,3
564,42,GA,8,1.449762668639262,2.6821917351466555,0.18276053108296242,3
564,42,GA,9,1.449762668639262,2.6821917351466555,0.18276053108296242,3
564,42,GA,10,1.449762668639262,2.6821917351466555,0.18276053108296242,3
564,42,final_ga,-1,0.0,-5.801662579504375,0.013535747834754861,3
564,42,final_union,-1,0.0,-5.801662579504375,0.013535747834754861,3
159,10,GA,1,0.25872136265340107,-3.699833107543267,0.08247066410240914,1
159,10,GA,2,0.25872136265340107,-3.699833107543267,0.08247066410240914,1
159,10,GA,3,0.25872136265340107,-3.699833107543267,0.08247066410240914,1
159,10,GA,4,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,5,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,6,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,7,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,8,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,9,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,GA,10,0.33039032074544034,-3.699833107543267,0.08247066410240914,2
159,10,final_ga,-1,0.00544026868482756,-6.309037050706404,0.009332356101453644,2
159,10,final_union,-1,0.00544026868482756,-6.309037050706404,0.009332356101453644,2
159,20,GA,1,0.3037706330794992,-2.675854900490068,0.08964708798490158,1
159,20,GA,2,0.3175811082635245,-2.675854900490068,0.08964708798490158,2
159,20,GA,3,0.3488680770972654,-2.675854900490068,0.08964708798490158,3
159,20,GA,4,0.38054639385601524,-2.675854900490068,0.08964708798490158,1
