stage,seed,gen,iter,fold_id,retrain_interval,p,q,threshold,sharpe,mdd,turnover,penalty,strategy,garch_mode,garch_ic,dist,dist_last,aic_norm,aic_t
BO,42,-1,21,347,10,4,2,0.4357622320777696,-0.1044608019373855,0.0143538452438468,1.7032215504276211,0.0021437329196255,continuous,auto,aic,t,t,2346.0307160166853,2298.322254510253
BO,42,-1,22,347,10,4,1,0.3041287308039154,1.9654252581020517,0.0182680981814142,4.377796546293261,0.0021437329196255,continuous,auto,aic,t,t,2353.0845725218564,2297.2018422043575
BO,42,-1,23,347,10,7,7,0.0564500129706408,0.485838897463565,0.0872155363722683,3.2630352527533404,0.0021437329196255,continuous,auto,aic,t,t,2348.5271153174476,2301.3211630495916
BO,42,-1,24,347,10,3,1,0.3445795386112686,0.4796232408785465,0.0291560365391761,3.344729081549553,0.0021437329196255,continuous,auto,aic,t,t,2345.2231270945695,2300.5164784312515
BO,42,-1,25,347,10,4,1,0.5692629289267357,1.9654252581020517,0.010780420038232,2.338837925458647,0.0021437329196255,continuous,auto,aic,t,t,2353.0845725218564,2297.2018422043575
BO,42,-1,26,347,10,5,1,0.2333687134023079,1.0341275246756592,0.023309771659788,5.902805003373524,0.0021437329196255,continuous,auto,aic,t,t,2355.826536085399,2294.859488899747
BO,42,-1,27,347,10,1,5,0.4477792068511891,1.5591559451126715,0.0136295004490762,3.2873604673525634,0.0021437329196255,continuous,auto,aic,t,t,2355.517755191643,2296.1674907142988
BO,42,-1,28,347,10,1,4,0.3348517295052111,1.624263720967584,0.0184263466461743,4.29022708696146,0.0021437329196255,continuous,auto,aic,t,t,2355.7395078858885,2298.30333083408
BO,42,-1,29,347,10,1,6,0.5971023284274357,0.3536734037543507,0.0134189627374829,2.3739865478268283,0.0021437329196255,continuous,auto,aic,t,t,2355.7498800720928,2301.9904866964966
BO,42,-1,30,347,10,3,7,0.5992858081064095,0.7921485166079908,0.0184878462486552,3.4711357405534486,0.0021437329196255,continuous,auto,aic,t,t,2348.464267710032,2302.41774423225
BO,42,-1,31,347,10,2,7,0.4346438297472759,0.5646390241975211,0.0214711426587345,4.3756581934547345,0.0021437329196255,continuous,auto,aic,t,t,2350.4414505917157,2303.199417454646
BO,42,-1,32,347,10,1,5,0.3638108496529363,1.5591559451126706,0.0162688268703389,4.046090589442385,0.0021437329196255,continuous,auto,aic,t,t,2355.517755191643,2296.1674907142988
BO,42,-1,33,347,10,1,4,0.4255950347622022,1.6242637209675836,0.0149688134857707,3.37548573608065,0.0021437329196255,continuous,auto,aic,t,t,2355.7395078858885,2298.30333083408
BO,42,-1,34,347,10,2,5,0.4009836408894118,0.7735463836470956,0.0166217002244681,3.490916766212548,0.0021437329196255,continuous,auto,aic,t,t,2352.2920046535637,2299.178833119087
BO,42,-1,35,347,10,1,4,0.1803395238394561,1.3034891817243073,0.0322427065672107,6.7150157333521,0.0021437329196255,continuous,auto,aic,t,t,2355.7395078858885,2298.30333083408
BO,42,-1,36,347,10,7,1,0.4112463661826129,0.4468213769820889,0.0148573808620489,5.267041344873717,0.0021437329196255,continuous,auto,aic,t,t,2357.1495557747685,2302.459759461559
BO,42,-1,37,347,10,4,1,0.3506729232802968,1.9654252581020508,0.0161382266723188,3.796739425154565,0.0021437329196255,continuous,auto,aic,t,t,2353.0845725218564,2297.2018422043575
BO,42,-1,38,347,10,4,4,0.0146537534893751,0.6707879471810682,0.0927243436309786,6.448973793077524,0.0021437329196255,continuous,auto,aic,t,t,2353.60322977316,2301.425258441469
BO,42,-1,39,347,10,4,1,0.1142651578241434,1.607151124643442,0.0455165459170216,7.901437009491902,0.0021437329196255,continuous,auto,aic,t,t,2353.0845725218564,2297.2018422043575
BO,42,-1,40,347,10,4,1,0.0105398572930972,0.8257579688775967,0.0927243436309786,5.0,0.0021437329196255,continuous,auto,aic,t,t,2353.0845725218564,2297.2018422043575
GA,42,1,-1,347,20,6,1,0.5165727727477156,1.5356216109141698,0.0115442129690434,1.9766933317763,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,1,-1,347,20,7,2,0.5856171874656859,1.060824646431749,0.0105105806062953,2.2570715677707653,0.0021437329196255,continuous,auto,aic,t,t,2317.544671845292,2263.4045474322375
GA,42,2,-1,347,20,6,1,0.543786854348232,1.5356216109141694,0.0110750309601468,1.8777687398874672,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,3,-1,347,20,6,1,0.5471507951674102,1.535621610914169,0.0110202676547137,1.866224019760168,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,3,-1,347,20,7,2,0.5868574372137499,1.0608246464317497,0.0104929299911274,2.252301529567142,0.0021437329196255,continuous,auto,aic,t,t,2317.544671845292,2263.4045474322375
GA,42,4,-1,347,20,6,2,0.5857164031091135,1.0295676630426378,0.0102161626605511,1.4586408891126337,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,5,-1,347,20,6,1,0.5927563567233353,1.5356216109141692,0.0103390142320384,1.7226402487737946,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,5,-1,347,20,6,2,0.5874959141262848,1.0295676630426385,0.0101917690793573,1.4542227009590174,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,6,-1,347,20,6,2,0.5947203769113654,1.0295676630426374,0.0100942318097912,1.4365572937937108,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,7,-1,347,20,6,1,0.5951405095984856,1.5356216109141696,0.01030626458085,1.7157392941811975,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,7,-1,347,20,6,2,0.5981707952996804,1.0295676630426376,0.010048477210607,1.428270825015131,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,8,-1,347,20,6,1,0.5960692006392732,1.5356216109141687,0.0102935784448378,1.7130661285782902,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,9,-1,347,20,6,1,0.5992119579915778,1.5356216109141685,0.0102509386316588,1.7040814095503662,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,10,-1,347,20,6,2,0.5984689807118923,1.0295676630426374,0.0100445478045314,1.4275591932826317,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,10,-1,347,20,6,1,0.5997234203102528,1.5356216109141694,0.010244041471852,1.7026281172744775,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,11,-1,347,20,6,1,0.5998533988007447,1.5356216109141696,0.0102422905586303,1.7022591854166174,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,13,-1,347,20,6,2,0.5986350970715348,1.029567663042637,0.0100423604623088,1.4271630572499117,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,14,-1,347,20,6,2,0.5994712564113869,1.0295676630426378,0.0100313686743541,1.4251724101802783,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,15,-1,347,20,6,2,0.5998648563629432,1.0295676630426378,0.010026205162794,1.4242372865831796,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
GA,42,18,-1,347,20,6,1,0.5999575100699835,1.5356216109141694,0.0102408886432345,1.7019637905620844,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,19,-1,347,20,6,2,0.5999775357133591,1.029567663042638,0.0100247282029931,1.423969806352566,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
BO,42,-1,1,347,20,1,1,0.0404781710384953,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,2,347,20,7,1,0.3973648846777141,0.8480974723217217,0.0151821092633655,3.2920927163671254,0.0021437329196255,continuous,auto,aic,t,t,2317.754653733572,2263.916396615691
BO,42,-1,3,347,20,7,7,0.589739237006801,-0.7908708622966956,0.023675295199852,3.731088171099352,0.0021437329196255,continuous,auto,aic,t,t,2308.8859096463193,2263.222788251652
BO,42,-1,4,347,20,7,1,0.5838146969100808,0.848097472321721,0.0110257186290564,2.2407144938710415,0.0021437329196255,continuous,auto,aic,t,t,2317.754653733572,2263.916396615691
BO,42,-1,5,347,20,5,1,0.5731557341377751,0.8014846962170606,0.0110081383281969,1.4577714158570596,0.0021437329196255,continuous,auto,aic,t,t,2316.5555827079356,2256.441908215419
BO,42,-1,6,347,20,1,1,0.0633173562403947,0.59060543442948,0.0877007222000734,1.2746882865942926,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,7,347,20,1,1,0.0295562802829464,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,8,347,20,1,1,0.0420129842527222,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,9,347,20,1,1,0.0262447272818528,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,10,347,20,7,7,0.5898366513309863,-0.790870862296695,0.0236717634394177,3.730471964178875,0.0021437329196255,continuous,auto,aic,t,t,2308.8859096463193,2263.222788251652
BO,42,-1,11,347,20,1,1,0.0103558031946348,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,12,347,20,1,1,0.0251741479334362,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,13,347,20,1,1,0.0410711977785338,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,14,347,20,6,1,0.5668514396220515,1.535621610914169,0.0107125665770214,1.801364318139011,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,15,347,20,6,1,0.586735582640258,1.535621610914169,0.0104228996781304,1.7403170829293837,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,16,347,20,6,1,0.4749468291085945,1.53562161091417,0.01236555683297,2.149937405523117,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,17,347,20,6,1,0.5263136323658951,1.5356216109141685,0.0113707167548688,1.9401092672506868,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,18,347,20,6,2,0.4676511950862109,1.029567663042638,0.0122481288462795,1.826895558684258,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
BO,42,-1,19,347,20,7,2,0.4857888029108658,1.0608246464317497,0.0122262232824166,2.7208941228540025,0.0021437329196255,continuous,auto,aic,t,t,2317.544671845292,2263.4045474322375
BO,42,-1,20,347,20,7,7,0.0269745899976485,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2308.8859096463193,2263.222788251652
BO,42,-1,21,347,20,5,1,0.3903920410953103,0.8014846962170606,0.0151383577806035,2.140233281630892,0.0021437329196255,continuous,auto,aic,t,t,2316.5555827079356,2256.441908215419
BO,42,-1,22,347,20,1,1,0.1876384901434933,0.6388177475817428,0.0571465701357472,2.113942596586865,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,23,347,20,7,3,0.3666986606059194,0.7966974259311904,0.0172529166881652,3.417813354067701,0.0021437329196255,continuous,auto,aic,t,t,2317.9253795436653,2265.2945615190406
BO,42,-1,24,347,20,6,2,0.2134479111946974,0.8004947779899378,0.0242036573925201,3.3809754739768914,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
BO,42,-1,25,347,20,6,2,0.5998936322688934,1.0295676630426385,0.0100258279260888,1.4241689682758638,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
BO,42,-1,26,347,20,1,1,0.0303928294208567,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,27,347,20,6,1,0.4989845646907891,1.5356216109141694,0.0118745865224606,2.046367817416593,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,28,347,20,1,1,0.0486014950227336,0.3760827771383133,0.0927243436309786,1.0,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,29,347,20,1,1,0.5910807734000164,0.668025603296619,0.0205809600638039,1.3824132045918565,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,30,347,20,2,5,0.5946257830699603,0.928047783686778,0.0121799509753111,1.6324295668566853,0.0021437329196255,continuous,auto,aic,t,t,2311.346133709568,2261.208474712295
BO,42,-1,31,347,20,1,1,0.0774224304202182,0.8607913777053278,0.0794362164776789,1.630788864767282,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,32,347,20,6,1,0.4530196288999028,1.5356216109141692,0.0128587134268488,2.253999357542546,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,33,347,20,1,5,0.4694213060040414,1.1101176428880146,0.0132469382432274,1.8874928388564665,0.0021437329196255,continuous,auto,aic,t,t,2316.2310378844277,2257.725534882131
BO,42,-1,34,347,20,6,2,0.3493479994260691,1.0295676630426378,0.0156563065678097,2.445555396147582,0.0021437329196255,continuous,auto,aic,t,t,2317.9409100128896,2259.395318384787
BO,42,-1,35,347,20,1,6,0.5298633614936119,0.8296997661824999,0.0139864854888246,1.9468539460567664,0.0021437329196255,continuous,auto,aic,t,t,2316.388344644951,2262.953038520905
BO,42,-1,36,347,20,1,1,0.1767494638480527,0.7780203176083592,0.0581182761027835,2.1209622719691623,0.0021437329196255,continuous,auto,aic,t,t,2297.098403794059,2260.101587608883
BO,42,-1,37,347,20,6,1,0.4040531575194794,1.5356216109141687,0.0141525233015965,2.527157456290228,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,38,347,20,6,1,0.4236523232966979,1.535621610914169,0.0135988945128979,2.410245134468366,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,39,347,20,6,1,0.3333169124313174,1.53562161091417,0.0166897852058076,3.0634687479599663,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
BO,42,-1,40,347,20,6,1,0.3561280198907877,1.5356216109141685,0.0157619125351846,2.8672440508198003,0.0021437329196255,continuous,auto,aic,t,t,2317.8806201884668,2262.14792343664
GA,42,1,-1,347,42,6,1,0.5165727727477156,2.4606708921368856,0.0108487206950569,1.4392084084309378,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,1,-1,347,42,7,2,0.5856171874656859,2.175481748815776,0.0092870602200971,1.464787219806656,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,1,-1,347,42,4,2,0.5820549303810896,1.5461570587346285,0.0090295806106737,0.2595977570187726,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
GA,42,2,-1,347,42,6,1,0.5768596885090868,2.4606708921368856,0.0097190098557951,1.288798462465946,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,3,-1,347,42,3,2,0.5860987335943582,1.5331983303257946,0.0089878515866698,0.2515045816115009,0.0,continuous,auto,aic,t,t,2218.788119674689,2184.873443989532
GA,42,3,-1,347,42,7,2,0.5856899663537208,2.175481748815776,0.0092859101790704,1.4646052027167806,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,4,-1,347,42,7,2,0.596377840228255,2.1754817488157756,0.0091200589559426,1.4383575550607983,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,4,-1,347,42,4,2,0.5860987335943582,1.5461570587346278,0.0089674887699832,0.2578066556805374,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
GA,42,4,-1,347,42,6,1,0.5925115388716278,2.460670892136885,0.0094631698167662,1.2547534202715696,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,5,-1,347,42,4,2,0.5924319893404186,1.5461570587346285,0.0088719405409237,0.2550506339172309,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
GA,42,5,-1,347,42,3,2,0.5941020895333397,1.5331983303257946,0.0088671713015159,0.2481164759500286,0.0,continuous,auto,aic,t,t,2218.788119674689,2184.873443989532
GA,42,6,-1,347,42,6,1,0.5932533977838663,2.460670892136886,0.0094513775491786,1.2531843605826125,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,6,-1,347,42,7,2,0.5964940167610728,2.1754817488157774,0.0091182887056047,1.4380774124504745,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,6,-1,347,42,4,2,0.5996597038778049,1.546157058734628,0.0087653557157824,0.2519765018188574,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
GA,42,7,-1,347,42,6,1,0.5986228347602395,2.4606708921368865,0.0093668956173002,1.2419437363685133,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,9,-1,347,42,7,2,0.5996796242643739,2.1754817488157756,0.0090700140846194,1.4304380831591776,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,9,-1,347,42,4,2,0.5998577689559508,1.5461570587346276,0.0087624709517212,0.2518933025218333,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
GA,42,9,-1,347,42,6,1,0.5995865767444576,2.460670892136886,0.0093518918519344,1.2399475053866398,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,10,-1,347,42,7,2,0.5999461978547108,2.175481748815776,0.009065997600939,1.4298024978173751,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,10,-1,347,42,6,1,0.5998812183477135,2.4606708921368865,0.0093473143901183,1.2393384846277362,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,12,-1,347,42,6,1,0.5999518871800585,2.4606708921368856,0.0093462171669463,1.2391925019181214,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
GA,42,14,-1,347,42,7,2,0.5999910120121673,2.175481748815776,0.0090653227320139,1.4296957038956029,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
GA,42,14,-1,347,42,4,2,0.5999727076968262,1.5461570587346272,0.0087607977706756,0.251845046495896,0.0,continuous,auto,aic,t,t,2219.5841037833466,2184.7579386333837
BO,42,-1,1,347,42,7,2,0.5762119193127349,2.1754817488157765,0.0094381168953874,1.4886963336039514,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
BO,42,-1,2,347,42,1,1,0.1001947054630607,1.5322135389010134,0.051163871516612,1.4690645563111229,0.0,continuous,auto,aic,t,t,2219.808254400302,2184.673701116167
BO,42,-1,3,347,42,7,7,0.589739237006801,1.0509099514458178,0.0123077430481003,2.2863388856761437,0.0,continuous,auto,aic,t,t,2230.929066977432,2188.4859902841395
BO,42,-1,4,347,42,7,1,0.5838146969100808,2.161852499242833,0.0095255517847472,1.4107855435822851,0.0,continuous,auto,aic,t,t,2240.7389113927557,2188.8382784671694
BO,42,-1,5,347,42,7,7,0.0212164239224945,1.4238322453109693,0.090580610711353,1.0,0.0,continuous,auto,aic,t,t,2230.929066977432,2188.4859902841395
BO,42,-1,6,347,42,6,1,0.4608776352225617,2.460670892136886,0.0121538461445308,1.613130730474157,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
BO,42,-1,7,347,42,1,1,0.0295562802829464,1.4238322453109693,0.090580610711353,1.0,0.0,continuous,auto,aic,t,t,2219.808254400302,2184.673701116167
BO,42,-1,8,347,42,7,2,0.5999081990364814,2.175481748815776,0.0090665699144912,1.4298930630145172,0.0,continuous,auto,aic,t,t,2241.8476261281776,2189.5984356979325
BO,42,-1,9,347,42,6,1,0.5482122672316099,2.460670892136887,0.0102249665578975,1.3561460101758784,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
BO,42,-1,10,347,42,1,1,0.4287912836702908,1.5411316347147348,0.012133860944532,0.3535827392367854,0.0,continuous,auto,aic,t,t,2219.808254400302,2184.673701116167
BO,42,-1,11,347,42,1,1,0.0103558031946348,1.4238322453109693,0.090580610711353,1.0,0.0,continuous,auto,aic,t,t,2219.808254400302,2184.673701116167
BO,42,-1,12,347,42,6,2,0.5823475260403899,2.0782951083054875,0.0095184649542922,1.0047235583684306,0.0,continuous,auto,aic,t,t,2240.8847429010484,2183.583974622694
BO,42,-1,13,347,42,1,1,0.259329387800032,1.5411316347147352,0.0200037887842571,0.584635608083796,0.0,continuous,auto,aic,t,t,2219.808254400302,2184.673701116167
BO,42,-1,14,347,42,6,1,0.3038400826420749,2.455710189185299,0.0183926409396454,2.4269528389492754,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
BO,42,-1,15,347,42,7,1,0.2715570223931496,2.136265859655996,0.0203951405193668,2.9394235071882338,0.0,continuous,auto,aic,t,t,2240.7389113927557,2188.8382784671694
BO,42,-1,16,347,42,5,1,0.4250240470749301,1.877792831062272,0.0130333668411963,1.2248343013351013,0.0,continuous,auto,aic,t,t,2239.595938539178,2180.985339040967
BO,42,-1,17,347,42,7,1,0.4373633105880962,2.161852499242833,0.0127000481636348,1.8831879809490544,0.0,continuous,auto,aic,t,t,2240.7389113927557,2188.8382784671694
BO,42,-1,18,347,42,6,1,0.1218252429485545,1.9017900270646584,0.0454063227415529,1.8779131146807275,0.0,continuous,auto,aic,t,t,2240.807373223306,2189.1148374882305
