Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Date,,,,,,
2012-05-18,38.02140426635742,38.22999954223633,45.0,38.0,42.04999923706055,573576400
2012-05-21,33.84432601928711,34.029998779296875,36.65999984741211,33.0,36.529998779296875,168192700
2012-05-22,30.830860137939453,31.0,33.59000015258789,30.940000534057617,32.61000061035156,101786600
2012-05-23,31.82540512084961,32.0,32.5,31.360000610351562,31.3700008392334,73600000
2012-05-24,32.84978103637695,33.029998779296875,33.209999084472656,31.770000457763672,32.95000076293945,50237200
2012-05-25,31.73589515686035,31.90999984741211,32.95000076293945,31.110000610351562,32.900001525878906,37149800
2012-05-29,28.68264389038086,28.84000015258789,31.690000534057617,28.649999618530273,31.479999542236328,78063400
2012-05-30,28.03619384765625,28.190000534057617,29.549999237060547,27.860000610351562,28.700000762939453,57267900
2012-05-31,29.43849754333496,29.600000381469727,29.670000076293945,26.829999923706055,28.549999237060547,111639200
2012-06-01,27.568756103515625,27.719999313354492,29.149999618530273,27.389999389648438,28.889999389648438,41855500
2012-06-04,26.753231048583984,26.899999618530273,27.649999618530273,26.440000534057617,27.200000762939453,35230300
2012-06-05,25.728851318359375,25.8700008392334,27.760000228881836,25.75,26.700000762939453,42473400
2012-06-06,26.663721084594727,26.809999465942383,27.170000076293945,25.520000457763672,26.06999969482422,61489200
2012-06-07,26.16644859313965,26.309999465942383,27.350000381469727,26.149999618530273,27.0,26159500
2012-06-08,26.952136993408203,27.100000381469727,27.760000228881836,26.440000534057617,26.549999237060547,38034000
2012-06-11,26.86263084411621,27.010000228881836,28.06999969482422,26.84000015258789,27.18000030517578,28219600
2012-06-12,27.25050163269043,27.399999618530273,27.770000457763672,26.959999084472656,27.479999542236328,15816800
2012-06-13,27.121212005615234,27.270000457763672,28.100000381469727,27.100000381469727,27.65999984741211,17102800
2012-06-14,28.13564682006836,28.290000915527344,28.31999969482422,27.3799991607666,27.649999618530273,16855000
2012-06-15,29.846261978149414,30.010000228881836,30.100000381469727,28.350000381469727,28.510000228881836,43563800
2012-06-18,31.238622665405273,31.40999984741211,32.08000183105469,29.40999984741211,29.959999084472656,42978900
2012-06-19,31.73589515686035,31.90999984741211,32.18000030517578,30.700000762939453,31.540000915527344,30849000
2012-06-20,31.427587509155273,31.600000381469727,31.93000030517578,31.149999618530273,31.920000076293945,15553600
2012-06-21,31.666278839111328,31.84000015258789,32.5,31.510000228881836,31.670000076293945,21875300
2012-06-22,32.86967468261719,33.04999923706055,33.45000076293945,32.060001373291016,32.40999984741211,74834000
2012-06-25,31.88507843017578,32.060001373291016,33.02000045776367,31.549999237060547,32.86000061035156,24352900
2012-06-26,32.91939926147461,33.099998474121094,33.439998626708984,32.5,32.689998626708984,24858700
2012-06-27,32.05415344238281,32.22999954223633,32.900001525878906,31.899999618530273,32.459999084472656,28568000
2012-06-28,31.18889617919922,31.360000610351562,32.189998626708984,30.899999618530273,31.959999084472656,17713300
2012-06-29,30.930316925048828,31.100000381469727,31.989999771118164,30.760000228881836,31.920000076293945,19526900
2012-07-02,30.602115631103516,30.770000457763672,31.729999542236328,30.549999237060547,31.25,14122000
2012-07-03,31.029767990112305,31.200000762939453,31.440000534057617,30.799999237060547,30.90999984741211,8763600
2012-07-05,31.298295974731445,31.469999313354492,31.6299991607666,31.020000457763672,31.31999969482422,10032100
2012-07-06,31.5568790435791,31.729999542236328,31.899999618530273,31.260000228881836,31.440000534057617,10945600
2012-07-09,31.994474411010742,32.16999816894531,32.880001068115234,31.989999771118164,32.099998474121094,17785200
2012-07-10,31.298295974731445,31.469999313354492,32.47999954223633,31.15999984741211,32.43000030517578,14269500
2012-07-11,30.801023483276367,30.969999313354492,31.559999465942383,30.549999237060547,31.479999542236328,13030300
2012-07-12,30.641897201538086,30.809999465942383,31.399999618530273,30.600000381469727,30.700000762939453,11300700
2012-07-13,30.552387237548828,30.719999313354492,31.06999969482422,30.559999465942383,31.040000915527344,8108300
2012-07-16,28.09586524963379,28.25,30.5,28.209999084472656,30.5,24672100
2012-07-17,27.936737060546875,28.09000015258789,28.59000015258789,27.149999618530273,28.479999542236328,30438600
2012-07-18,28.951173782348633,29.110000610351562,29.290000915527344,28.149999618530273,28.309999465942383,16841800
2012-07-19,28.841772079467773,29.0,29.5,28.6299991607666,29.40999984741211,13685100
2012-07-20,28.60308265686035,28.760000228881836,29.469999313354492,28.719999313354492,29.0,11869100
2012-07-23,28.5931339263916,28.75,29.0,28.010000228881836,28.1200008392334,12390700
2012-07-24,28.294776916503906,28.450000762939453,29.450000762939453,28.100000381469727,28.81999969482422,11539800
2012-07-25,29.17991828918457,29.34000015258789,29.489999771118164,28.079999923706055,28.389999389648438,17230200
2012-07-26,26.703502655029297,26.850000381469727,28.229999542236328,26.729999542236328,27.75,64597400
2012-07-27,23.58063507080078,23.709999084472656,24.540000915527344,22.280000686645508,23.190000534057617,123102300
2012-07-30,23.02368927001953,23.149999618530273,24.040000915527344,23.030000686645508,24.0,29285900
2012-07-31,21.5915470123291,21.709999084472656,23.3700008392334,21.610000610351562,23.3700008392334,56179400
2012-08-01,20.766075134277344,20.8799991607666,21.579999923706055,20.84000015258789,21.5,44604400
2012-08-02,19.9306583404541,20.040000915527344,20.84000015258789,19.81999969482422,20.770000457763672,56374500
2012-08-03,20.974933624267578,21.09000015258789,22.15999984741211,19.899999618530273,20.360000610351562,80647000
2012-08-06,21.800403594970703,21.920000076293945,22.149999618530273,21.299999237060547,21.389999389648438,27778900
2012-08-07,20.606948852539062,20.719999313354492,22.450000762939453,20.5,22.200000762939453,36782900
2012-08-08,20.606948852539062,20.719999313354492,21.149999618530273,20.219999313354492,20.709999084472656,29537400
2012-08-09,20.895368576049805,21.010000228881836,21.170000076293945,20.610000610351562,20.75,15610700
2012-08-10,21.691003799438477,21.809999465942383,21.81999969482422,21.1299991607666,21.40999984741211,25794700
2012-08-13,21.482147216796875,21.600000381469727,22.450000762939453,21.399999618530273,22.149999618530273,24973100
2012-08-14,20.268800735473633,20.3799991607666,21.600000381469727,20.25,21.40999984741211,39308800
2012-08-15,21.084331512451172,21.200000762939453,21.40999984741211,20.399999618530273,20.639999389648438,47861100
2012-08-16,19.761587142944336,19.8700008392334,20.479999542236328,19.690000534057617,20.440000534057617,157565300
2012-08-17,18.946060180664062,19.049999237060547,20.079999923706055,19.0,20.010000228881836,129293400
2012-08-20,19.90082359313965,20.010000228881836,20.1299991607666,18.75,19.049999237060547,101186600
2012-08-21,19.05545997619629,19.15999984741211,19.979999542236328,19.09000015258789,19.579999923706055,70640600
2012-08-22,19.333932876586914,19.440000534057617,19.530000686645508,18.959999084472656,19.360000610351562,49892200
2012-08-23,19.333932876586914,19.440000534057617,19.729999542236328,19.360000610351562,19.5,32813700
2012-08-24,19.30409812927246,19.40999984741211,19.68000030517578,19.25,19.520000457763672,29622200
2012-08-27,19.045515060424805,19.149999618530273,19.530000686645508,19.100000381469727,19.489999771118164,20704000
2012-08-28,19.234477996826172,19.34000015258789,19.3799991607666,18.950000762939453,19.100000381469727,25417000
2012-08-29,18.995786666870117,19.100000381469727,19.3799991607666,19.06999969482422,19.31999969482422,16124700
2012-08-30,18.985841751098633,19.09000015258789,19.450000762939453,19.059999465942383,19.270000457763672,30647500
2012-08-31,17.961462020874023,18.059999465942383,18.700000762939453,18.030000686645508,18.68000030517578,58764200
2012-09-04,17.633264541625977,17.729999542236328,18.270000457763672,17.549999237060547,18.079999923706055,46622400
2012-09-05,18.478626251220703,18.579999923706055,18.75,18.18000030517578,18.270000457763672,60781800
2012-09-06,18.856552124023438,18.959999084472656,19.260000228881836,18.719999313354492,18.739999771118164,46066500
2012-09-07,18.876440048217773,18.979999542236328,19.420000076293945,18.780000686645508,19.100000381469727,36371700
2012-09-10,18.707366943359375,18.809999465942383,19.200000762939453,18.549999237060547,19.059999465942383,24797800
2012-09-11,19.32398796081543,19.43000030517578,19.579999923706055,18.850000381469727,18.920000076293945,50508200
2012-09-12,20.81580352783203,20.93000030517578,21.15999984741211,20.280000686645508,20.760000228881836,121584000
2012-09-13,20.597000122070312,20.709999084472656,21.479999542236328,20.610000610351562,20.959999084472656,65041600
2012-09-14,21.87996482849121,22.0,22.079999923706055,20.899999618530273,21.1299991607666,72819800
2012-09-17,21.402584075927734,21.520000457763672,22.75,21.5,22.670000076293945,50667600
2012-09-18,21.750675201416016,21.8700008392334,21.979999542236328,21.3700008392334,21.600000381469727,36760500
2012-09-19,23.162925720214844,23.290000915527344,23.3700008392334,21.770000457763672,21.989999771118164,78782800
2012-09-20,22.466745376586914,22.59000015258789,23.239999771118164,22.540000915527344,23.020000457763672,57248900
2012-09-21,22.735273361206055,22.860000610351562,23.239999771118164,22.600000381469727,22.969999313354492,51218100
2012-09-24,20.67656707763672,20.790000915527344,21.979999542236328,20.360000610351562,21.780000686645508,79106500
2012-09-25,20.16935157775879,20.280000686645508,21.209999084472656,20.219999313354492,21.200000762939453,46291700
2012-09-26,20.50749397277832,20.6200008392334,20.780000686645508,19.799999237060547,20.149999618530273,38271900
2012-09-27,20.209131240844727,20.31999969482422,21.0,20.15999984741211,20.989999771118164,30215900
2012-09-28,21.54182243347168,21.65999984741211,21.950000762939453,20.5,20.56999969482422,65486000
