fold_id,retrain_interval,source,p,q,threshold,val_sharpe_front,val_mdd_front,test_sharpe,test_mdd,test_ann_return,test_ann_vol,test_turnover,test_n_points
584,20,GA_knee,3,7,0.5999782131061344,-0.1995576875489961,0.0599966016451693,1.004560801937781,0.12880265311874198,0.09443080063125067,0.09400207578186931,226.15385060531563,1519
634,20,GA+BO_knee,5,5,0.5999970760759517,4.98444315198841,0.0193026069216357,1.3042639042637234,0.12102274572446807,0.11851806991073173,0.09086970016059515,227.84146236956462,1519
634,20,GA_knee,5,5,0.5999970760759517,4.98444315198841,0.0193026069216357,1.3042639042637234,0.12102274572446807,0.11851806991073173,0.09086970016059515,227.84146236956462,1519
35,42,GA+BO_knee,5,4,0.5999704845262532,4.21534125484461,0.0023423832421889,1.1738552591433429,0.08504428261991226,0.08556105830245656,0.07288893382383224,98.38071004171466,1519
35,42,GA_knee,5,4,0.5999704845262532,4.21534125484461,0.0023423832421889,1.1738552591433429,0.08504428261991226,0.08556105830245656,0.07288893382383224,98.38071004171466,1519
80,42,GA+BO_knee,6,2,0.5999993303692556,2.2149283272318643,0.0018979346471973,1.4260510178602732,0.08058717330143354,0.10374640000002511,0.07275083338581535,65.11156851929827,1519
80,42,GA_knee,6,2,0.5999993303692556,2.2149283272318643,0.0018979346471973,1.4260510178602732,0.08058717330143354,0.10374640000002511,0.07275083338581535,65.11156851929827,1519
113,42,GA+BO_knee,2,2,0.5998101206543118,-1.927198531282831,0.0220210055412176,1.2856771698864593,0.09239068703809818,0.09118302993997283,0.07092218176980258,72.6690842433856,1519
113,42,GA_knee,2,2,0.5998101206543118,-1.927198531282831,0.0220210055412176,1.2856771698864593,0.09239068703809818,0.09118302993997283,0.07092218176980258,72.6690842433856,1519
206,42,GA+BO_knee,4,3,0.5999999999916239,3.999609465289241,0.0005531714214557,1.536326063695195,0.0903940293616086,0.10401185002006018,0.06770167640708333,35.75365718710111,1519
206,42,GA_knee,4,3,0.5999999999916239,3.999609465289241,0.0005531714214557,1.536326063695195,0.0903940293616086,0.10401185002006018,0.06770167640708333,35.75365718710111,1519
226,42,GA+BO_knee,1,3,0.5999999956935365,7.620894323018898,0.0006078945561739,1.517541299607079,0.09531765557461601,0.10222962568593838,0.0673653005110356,25.282160870777922,1519
226,42,GA_knee,1,3,0.5999999956935365,7.620894323018898,0.0006078945561739,1.517541299607079,0.09531765557461601,0.10222962568593838,0.0673653005110356,25.282160870777922,1519
259,42,GA+BO_knee,2,1,0.5999882947877365,2.0079792600662785,0.0008658782160637,1.6422371868373353,0.08653376458779855,0.10730893577938354,0.06534314083219732,14.084631594671567,1519
259,42,GA_knee,2,1,0.5999882947877365,2.0079792600662785,0.0008658782160637,1.6422371868373353,0.08653376458779855,0.10730893577938354,0.06534314083219732,14.084631594671567,1519
343,42,GA+BO_knee,2,2,0.5999978695741284,4.3616972848836895,0.0102833872075917,1.285677169886459,0.09236284604437092,0.09115449731350923,0.07089998908634217,72.64634492623927,1519
343,42,GA_knee,2,2,0.5999978695741284,4.3616972848836895,0.0102833872075917,1.285677169886459,0.09236284604437092,0.09115449731350923,0.07089998908634217,72.64634492623927,1519
347,42,GA+BO_knee,7,2,0.5999948379492357,2.175481748815776,0.009065265120813,1.1122813425237321,0.12161011854302513,0.08749193446026955,0.07865989576140248,98.11444513499865,1519
347,42,GA_knee,7,2,0.5999948379492357,2.175481748815776,0.009065265120813,1.1122813425237321,0.12161011854302513,0.08749193446026955,0.07865989576140248,98.11444513499865,1519
444,42,GA+BO_knee,7,5,0.5999987820360363,2.497402685011374,0.0025297556671496,1.0982737754130785,0.09191407149477916,0.0906636220334715,0.08255102148767182,161.8126692977602,1519
444,42,GA_knee,7,5,0.5999987820360363,2.497402685011374,0.0025297556671496,1.0982737754130785,0.09191407149477916,0.0906636220334715,0.08255102148767182,161.8126692977602,1519
584,42,GA+BO_knee,6,7,0.5999910786103951,-0.3048318376806038,0.0573315551639161,1.1625791436181097,0.11107092775330546,0.11173421609694648,0.09610891156124986,156.49193423943038,1519
584,42,GA_knee,6,7,0.5999910786103951,-0.3048318376806038,0.0573315551639161,1.1625791436181097,0.11107092775330546,0.11173421609694648,0.09610891156124986,156.49193423943038,1519
634,42,GA+BO_knee,6,2,0.5999999999887264,2.292436920793931,0.0080251112499759,1.426051017860273,0.0805870865708617,0.10374628421567791,0.07275075219352578,65.11149585267607,1519
634,42,GA_knee,6,2,0.5999999999887264,2.292436920793931,0.0080251112499759,1.426051017860273,0.0805870865708617,0.10374628421567791,0.07275075219352578,65.11149585267607,1519
