turnover_series,rolling_mean
1.0,
0.7099965023659284,
0.9563948044934975,
1.499765373302954,
1.048253332215359,
0.45777029586812457,
0.2592280951919742,
0.6677615706922586,
0.40828225898328596,
0.08491483960508633,
0.011171646661199464,
0.13569985849000069,
0.22110950978052954,
0.029463131082721042,
0.07773742154283182,
0.0016450793162504918,
0.032503935104879506,
0.081409454144898,
0.02537350289367918,
0.05604832442170113,
0.0265126890886119,4.452023785854727
0.0016579397749616753,3.881542608583276
0.041735512962546045,3.4996791860670573
0.022919554543787912,2.9662647575243666
0.03234117310225429,2.127736643123966
0.028689656945549202,1.545128828684075
0.004860612139395981,1.2863232951248018
0.028858838499453476,1.1546837198719326
0.01582779410177934,0.7821501332488017
0.019311568467371282,0.5598811672397075
0.02327869034221952,0.5246605105180695
0.002659986874215925,0.5197967049255074
0.02115707300895736,0.4543436846506256
0.011495851908670807,0.3345644515809919
0.012439072445460886,0.3248364180739861
0.017364401206739488,0.2903375493105048
0.0007746152172565246,0.28984014125393676
0.015331441340162427,0.28002728767409846
0.008764160896828632,0.2385156915323446
0.008271321831828826,0.2287430166398587
0.012717517952662627,0.2039825558004081
0.00023363110851859492,0.18896595124035476
0.887293885851472,0.6950436347126463
0.8352524063438483,1.148481859501962
0.669786758870138,1.5181202619741618
1.2424585303748175,2.209615894701341
0.6052165259124878,2.5390598198253054
0.01899284226431197,2.5471353798966865
0.20026651860742994,2.645082625672673
0.6871767075677981,3.028710576224684
0.6552897749876547,3.392126694236275
0.007731319679772319,3.3832424824291616
0.1510982687038581,3.468064357760386
0.07347142421538666,3.497958272735489
0.10969273530659848,3.5540707775343043
0.20931611130257285,3.666571942595511
0.11945377544705836,3.7249087278756936
0.15700342299603878,3.814182332320711
0.10655719363054206,3.8663113336295
0.013227239672349927,3.868861664358369
0.13805586520301533,3.9430242605704757
0.057067774746799624,3.9683672644528403
0.11365132606826585,4.0331773758584095
0.08995527988177854,3.5775553153042994
0.046778360788893386,3.1269987178443257
0.10339412891102244,2.8033457864391162
0.015677030698509314,2.102327786624082
0.09058160704740774,1.808250690129751
0.05659336889941144,1.829736705349808
0.052137306478877904,1.7450914412763499
0.07530395478032145,1.3954498682549343
0.0071867116651854746,1.0251052606420947
0.07188304550782895,1.0617633896866987
0.029732293244220526,0.9924114037097629
0.04960440777802977,0.9787731086027018
0.05100880118383391,0.9452394319611219
0.018400752931269165,0.8361449414632343
0.05489833397518404,0.7992561177650204
0.011320756297382523,0.7160088796515024
0.04344284583135816,0.6799435380519687
0.03186875867642269,0.6905958346257248
0.022763855374803993,0.6247146861524611
0.039902317856534225,0.6149058536437381
0.00020116139839679303,0.5500771881180985
0.8217644180095203,0.968253838476808
1.4877410948132233,1.7916611150621395
1.1449771075877277,2.386851388591685
1.1304046987111205,3.0238386274560343
0.6093496638312557,3.320277517046805
0.4910661201638395,3.568547660626478
0.6937652467377916,3.9351921979172864
0.3878617577737214,4.113796656770657
0.3208588922763985,4.293037902834207
0.17232552776329882,4.35043360698019
0.2294325230613934,4.464548024018574
0.24666012753102654,4.577151292448859
