fold_id,ticker,retrain_interval,stage,iter,window,units,learning_rate,epochs,threshold,sharpe,mdd,raw_sharpe,raw_mdd,turnover,penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,104,17,77,0.003391687,14,0.7235767645678333,9.469948096580072,0.0007,9.469948096580072,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,105,19,41,0.003497718,53,0.8332474683542131,7.154559544751248,0.0007,7.154559544751248,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,106,24,43,0.003866859,70,0.8644385594044428,7.148453125551213,0.0007,7.148453125551213,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,107,11,65,0.008920965,48,0.8675080816814287,7.187616797188372,0.0007,7.187616797188372,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,108,14,32,0.004149442,46,0.895026525,7.154559544751248,0.0007,7.154559544751248,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,109,39,51,0.001348455,32,0.6634396117626402,11.884010995716128,0.0007,11.884010995716128,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,110,36,56,0.009773197,43,0.5905918129522668,7.154559544751248,0.0007,7.154559544751248,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,111,40,94,0.00986198,55,0.6339066511507743,9.727598927139931,0,9.727598927139931,0,1,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,112,25,86,0.008557635,75,0.6495241691192271,11.066097778358198,0.0007,11.066097778358198,0.0007,3,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,113,32,76,0.0041666,17,0.7361103404118661,9.486258797386057,0.0007,9.486258797386057,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,114,16,35,0.008178309,52,0.7611229318584005,9.727598927139931,0,9.727598927139931,0,1,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,115,26,68,0.004542046,67,0.6001607474842444,9.133968558746014,0.0007,9.133968558746014,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,NVDA,10,RS,116,24,76,0.003503683,23,0.5358343984193663,11.884010995716128,0.0007,11.884010995716128,0.0007,2,0.006777645,,,,,,,,,,,,,,,,,,,,,,,,,,,
